"","x"
"93756",604300
"93757",303700
"93758",333500
"93759",240900
"93760",347900
"93761",401400
"93762",638100
"93763",400700
"93764",308800
"93765",400500
"93766",302200
"93767",323900
"93768",278800
"93769",154000
"93770",260900
"93771",322900
"93772",311700
"93773",421500
"93774",639100
"93775",197300
"93776",371700
"93777",482500
"93778",295600
"93779",691100
"93780",264600
"93781",261800
"93782",544700
"93783",267500
"93784",337100
"93785",193100
"93786",298300
"93787",232800
"93788",380900
"93789",486200
"93790",337600
"93791",420400
"93792",400000
"93793",320600
"93794",523400
"93795",437900
"93796",337400
"93797",279300
"93798",729200
"93799",245800
"93800",322600
"93801",339800
"93802",594800
"93803",579700
"93804",324600
"93805",328100
"93806",359000
"93807",243600
"93808",386000
"93809",221600
"93810",272300
"93811",333900
"93812",379900
"93813",257500
"93814",172200
"93815",344100
"93816",239100
"93817",470400
"93818",385900
"93819",190800
"93820",439900
"93821",497500
"93822",356300
"93823",326400
"93824",561200
"93825",380600
"93826",674500
"93827",449800
"93828",457400
"93829",372000
"93830",245800
"93831",798600
"93832",362800
"93833",335900
"93834",326900
"93835",1013900
"93836",165000
"93837",346300
"93838",204700
"93839",272600
"93840",479300
"93841",358900
"93842",437700
"93843",422600
"93844",439100
"93845",388800
"93846",332700
"93847",274000
"93848",395000
"93849",469500
"93850",315500
"93851",424400
"93852",428800
"93853",277900
"93854",465600
"93855",294700
"93856",421200
"93857",167400
"93858",289800
"93859",293300
"93860",330400
"93861",356600
"93862",306900
"93863",449400
"93864",215000
"93865",685700
"93866",479400
"93867",286900
"93868",529000
"93869",499900
"93870",458800
"93871",390600
"93872",235500
"93873",256700
"93874",450600
"93875",609000
"93876",307500
"93877",232800
"93878",296700
"93879",193600
"93880",314300
"93881",407100
"93882",405800
"93883",330600
"93884",269200
"93885",576000
"93886",361900
"93887",153200
"93888",273600
"93889",680500
"93890",272300
"93891",493800
"93892",323900
"93893",464300
"93894",491300
"93895",305300
"93896",396200
"93897",198200
"93898",489400
"93899",684000
"93900",207500
"93901",243600
"93902",199100
"93903",333500
"93904",113500
"93905",277600
"93906",210100
"93907",399500
"93908",463000
"93909",270100
"93910",406000
"93911",454200
"93912",366400
"93913",753200
"93914",183000
"93915",265600
"93916",309800
"93917",561600
"93918",214800
"93919",261000
"93920",1137300
"93921",318200
"93922",396100
"93923",263200
"93924",232300
"93925",275400
"93926",336000
"93927",262800
"93928",383700
"93929",605100
"93930",210500
"93931",833300
"93932",347100
"93933",268100
"93934",373200
"93935",436900
"93936",274100
"93937",477800
"93938",379700
"93939",145200
"93940",319900
"93941",242800
"93942",398400
"93943",475100
"93944",468000
"93945",720000
"93946",280300
"93947",254300
"93948",359700
"93949",312100
"93950",145400
"93951",281700
"93952",590200
"93953",358000
"93954",996100
"93955",532300
"93956",607800
"93957",670500
"93958",354200
"93959",277500
"93960",392900
"93961",277100
"93962",276100
"93963",1836300
"93964",304300
"93965",267400
"93966",986600
"93967",359600
"93968",217300
"93969",514800
"93970",2101900
"93971",210700
"93972",339300
"93973",244700
"93974",426300
"93975",539800
"93976",307200
"93977",413500
"93978",511000
"93979",393100
"93980",289500
"93981",246300
"93982",340000
"93983",309700
"93984",335200
"93985",355200
"93986",953200
"93987",323100
"93988",252700
"93989",289000
"93990",384400
"93991",176600
"93992",264300
"93993",170500
"93994",375800
"93995",553900
"93996",352100
"93997",297200
"93998",350200
"93999",437200
"94000",273000
"94001",319200
"94002",1199100
"94003",686300
"94004",283000
"94005",494400
"94006",458000
"94007",340700
"94008",287500
"94009",196700
"94010",258600
"94011",220800
"94012",381900
"94013",340900
"94014",373200
"94015",400000
"94016",494400
"94017",269300
"94018",282900
"94019",278700
"94020",283500
"94021",422300
"94022",243300
"94023",568100
"94024",291600
"94025",464300
"94026",358400
"94027",247000
"94028",279800
"94029",510200
"94030",244600
"94031",606000
"94032",435700
"94033",430300
"94034",436600
"94035",336800
"94036",355400
"94037",711000
"94038",444700
"94039",298400
"94040",253400
"94041",320000
"94042",668000
"94043",417000
"94044",266900
"94045",311100
"94046",347400
"94047",267200
"94048",819300
"94049",246500
"94050",648100
"94051",285700
"94052",322000
"94053",377000
"94054",260400
"94055",244700
"94056",387500
"94057",369300
"94058",349200
"94059",367000
"94060",228400
"94061",491400
"94062",294400
"94063",308900
"94064",382100
"94065",648500
"94066",177200
"94067",912700
"94068",483000
"94069",2600400
"94070",318500
"94071",315200
"94072",582100
"94073",452600
"94074",882500
"94075",440200
"94076",389700
"94077",218700
"94078",241100
"94079",316700
"94080",522800
"94081",161900
"94082",234800
"94083",312400
"94084",318200
"94085",355600
"94086",216600
"94087",667100
"94088",512900
"94089",340800
"94090",395100
"94091",227600
"94092",434800
"94093",275800
"94094",212600
"94095",398500
"94096",527900
"94097",335600
"94098",294500
"94099",388500
"94100",686000
"94101",370100
"94102",366200
"94103",456300
"94104",452500
"94105",726200
"94106",455500
"94107",392400
"94108",319700
"94109",304100
"94110",698700
"94111",293600
"94112",432300
"94113",228300
"94114",251100
"94115",761700
"94116",317800
"94117",310000
"94118",313700
"94119",298500
"94120",199300
"94121",535100
"94122",410900
"94123",559000
"94124",228400
"94125",159800
"94126",643300
"94127",555000
"94128",417400
"94129",412600
"94130",210800
"94131",385300
"94132",232400
"94133",221100
"94134",320700
"94135",2497400
"94136",246600
"94137",297400
"94138",363200
"94139",299400
"94140",512900
"94141",246700
"94142",415200
"94143",286300
"94144",551700
"94145",332000
"94146",248700
"94147",245800
"94148",219600
"94149",255300
"94150",257800
"94151",247300
"94152",247500
"94153",558300
"94154",471600
"94155",193400
"94156",416100
"94157",300800
"94158",423000
"94159",216900
"94160",556200
"94161",392400
"94162",176200
"94163",240400
"94164",271100
"94165",271000
"94166",444300
"94167",503800
"94168",353100
"94169",230700
"94170",324600
"94171",234800
"94172",282800
"94173",430100
"94174",327800
"94175",673400
"94176",252600
"94177",467200
"94178",544900
"94179",264700
"94180",441700
"94181",384700
"94182",533300
"94183",249700
"94184",228500
"94185",317000
"94186",494600
"94187",1181800
"94188",401200
"94189",558500
"94190",642200
"94191",527200
"94192",805400
"94193",295500
"94194",275600
"94195",401300
"94196",420300
"94197",293800
"94198",258200
"94199",632700
"94200",278700
"94201",246700
"94202",203400
"94203",562000
"94204",496500
"94205",329500
"94206",455300
"94207",333500
"94208",1560500
"94209",343000
"94210",576000
"94211",392100
"94212",432400
"94213",278200
"94214",158500
"94215",389100
"94216",210300
"94217",497800
"94218",284700
"94219",364600
"94220",359300
"94221",384700
"94222",390300
"94223",265600
"94224",206700
"94225",220900
"94226",592700
"94227",625100
"94228",448100
"94229",294300
"94230",574500
"94231",1832900
"94232",530100
"94233",366400
"94234",643000
"94235",225600
"94236",487300
"94237",286200
"94238",428700
"94239",326100
"94240",227900
"94241",322400
"94242",369200
"94243",283500
"94244",226100
"94245",252700
"94246",524000
"94247",416900
"94248",311000
"94249",366700
"94250",323900
"94251",268000
"94252",303200
"94253",503300
"94254",475400
"94255",254000
"94256",232900
"94257",397200
"94258",353000
"94259",406900
"94260",198100
"94261",210800
"94262",511600
"94263",360000
"94264",356700
"94265",305300
"94266",478500
"94267",295800
"94268",375400
"94269",268600
"94270",349600
"94271",271100
"94272",497500
"94273",233000
"94274",233300
"94275",529800
"94276",306300
"94277",328000
"94278",243400
"94279",729900
"94280",471800
"94281",584900
"94282",212700
"94283",568700
"94284",442200
"94285",418100
"94286",327600
"94287",677700
"94288",461600
"94289",137700
"94290",227100
"94291",255100
"94292",243500
"94293",212000
"94294",436300
"94295",464300
"94296",276200
"94297",589400
"94298",385900
"94299",727100
"94300",242500
"94301",388700
"94302",659300
"94303",413000
"94304",530400
"94305",392900
"94306",454700
"94307",273600
"94308",672000
"94309",225200
"94310",426900
"94311",450400
"94312",401000
"94313",336000
"94314",244700
"94315",343800
"94316",501400
"94317",231800
"94318",490900
"94319",622500
"94320",376800
"94321",750300
"94322",472000
"94323",378100
"94324",292200
"94325",318200
"94326",254600
"94327",439600
"94328",326200
"94329",572000
"94330",397500
"94331",316600
"94332",325600
"94333",615500
"94334",354100
"94335",501000
"94336",175000
"94337",360500
"94338",349000
"94339",251600
"94340",358700
"94341",442600
"94342",439200
"94343",349100
"94344",543500
"94345",263300
"94346",539200
"94347",632400
"94348",269300
"94349",303700
"94350",308400
"94351",476300
"94352",245100
"94353",651200
"94354",1074900
"94355",205600
"94356",464800
"94357",775900
"94358",482600
"94359",305400
"94360",259700
"94361",282600
"94362",283800
"94363",273100
"94364",380600
"94365",266000
"94366",491700
"94367",375400
"94368",274800
"94369",232000
"94370",1076000
"94371",231800
"94372",535100
"94373",262000
"94374",177100
"94375",346000
"94376",557500
"94377",246900
"94378",206200
"94379",240200
"94380",406400
"94381",309600
"94382",241600
"94383",340200
"94384",499100
"94385",280200
"94386",457900
"94387",234800
"94388",277100
"94389",357900
"94390",285000
"94391",592000
"94392",286800
"94393",345200
"94394",324300
"94395",234900
"94396",550000
"94397",214100
"94398",318000
"94399",564900
"94400",281700
"94401",356400
"94402",302900
"94403",355600
"94404",298100
"94405",330300
"94406",347500
"94407",297400
"94408",250500
"94409",361900
"94410",309700
"94411",461300
"94412",180700
"94413",268200
"94414",534200
"94415",661900
"94416",255300
"94417",237700
"94418",244400
"94419",204400
"94420",556600
"94421",364000
"94422",323900
"94423",192200
"94424",307000
"94425",381900
"94426",405600
"94427",466800
"94428",296300
"94429",1158900
"94430",436800
"94431",535500
"94432",345900
"94433",316200
"94434",537900
"94435",188900
"94436",531800
"94437",222900
"94438",289700
"94439",398100
"94440",1006900
"94441",525600
"94442",375500
"94443",868400
"94444",247100
"94445",348500
"94446",290400
"94447",254200
"94448",225200
"94449",295600
"94450",539100
"94451",1067700
"94452",252700
"94453",558400
"94454",404100
"94455",408800
"94456",223800
"94457",255100
"94458",334400
"94459",269100
"94460",81600
"94461",200800
"94462",532100
"94463",415500
"94464",376200
"94465",522100
"94466",181800
"94467",234200
"94468",258200
"94469",406600
"94470",427600
"94471",148200
"94472",364700
"94473",575600
"94474",254800
"94475",362200
"94476",516000
"94477",341200
"94478",284300
"94479",251300
"94480",344100
"94481",281200
"94482",397200
"94483",438400
"94484",311100
"94485",588000
"94486",290400
"94487",296800
"94488",348000
"94489",428500
"94490",219500
"94491",248100
"94492",435900
"94493",701700
"94494",398600
"94495",933800
"94496",378300
"94497",567300
"94498",351800
"94499",482600
"94500",338900
"94501",274700
"94502",313700
"94503",486500
"94504",847400
"94505",209700
"94506",287000
"94507",309500
"94508",205700
"94509",219000
"94510",368000
"94511",286700
"94512",424900
"94513",550800
"94514",263200
"94515",301600
"94516",239400
"94517",401100
"94518",264100
"94519",334400
"94520",440400
"94521",256600
"94522",407500
"94523",295800
"94524",547500
"94525",630100
"94526",247900
"94527",433700
"94528",273800
"94529",481100
"94530",371100
"94531",401400
"94532",464400
"94533",293500
"94534",462100
"94535",355400
"94536",233800
"94537",313000
"94538",434900
"94539",278800
"94540",237000
"94541",390500
"94542",327300
"94543",563000
"94544",392000
"94545",169000
"94546",238600
"94547",513700
"94548",265000
"94549",378900
"94550",314400
"94551",175600
"94552",262100
"94553",351300
"94554",377800
"94555",341500
"94556",511900
"94557",262100
"94558",279800
"94559",348500
"94560",303000
"94561",485600
"94562",191300
"94563",456600
"94564",263500
"94565",280400
"94566",321200
"94567",400700
"94568",482100
"94569",342800
"94570",318500
"94571",442200
"94572",200700
"94573",288500
"94574",145700
"94575",248200
"94576",808600
"94577",290500
"94578",320500
"94579",325600
"94580",300100
"94581",263900
"94582",510400
"94583",367500
"94584",195100
"94585",334600
"94586",362500
"94587",209700
"94588",275500
"94589",240200
"94590",557300
"94591",414300
"94592",232900
"94593",205000
"94594",257900
"94595",402600
"94596",342500
"94597",346300
"94598",267000
"94599",339300
"94600",300200
"94601",639600
"94602",531800
"94603",259600
"94604",345600
"94605",294800
"94606",514200
"94607",302700
"94608",431500
"94609",363300
"94610",535900
"94611",715700
"94612",319900
"94613",426000
"94614",510600
"94615",334900
"94616",164700
"94617",347500
"94618",384900
"94619",369500
"94620",298600
"94621",193500
"94622",363000
"94623",448500
"94624",366000
"94625",373600
"94626",383100
"94627",293500
"94628",577000
"94629",229600
"94630",487700
"94631",297200
"94632",295500
"94633",829100
"94634",438000
"94635",384700
"94636",256900
"94637",267600
"94638",416300
"94639",286100
"94640",754200
"94641",269600
"94642",435100
"94643",346600
"94644",576000
"94645",435800
"94646",436800
"94647",292500
"94648",500100
"94649",182100
"94650",521600
"94651",349600
"94652",280100
"94653",234100
"94654",544900
"94655",328700
"94656",153100
"94657",421100
"94658",255100
"94659",842300
"94660",171400
"94661",255200
"94662",478400
"94663",804200
"94664",288600
"94665",460700
"94666",276600
"94667",335900
"94668",342100
"94669",400000
"94670",299800
"94671",320100
"94672",297800
"94673",348700
"94674",329700
"94675",299100
"94676",257400
"94677",332900
"94678",267600
"94679",295300
"94680",333700
"94681",444300
"94682",210100
"94683",393000
"94684",385300
"94685",197100
"94686",384000
"94687",589200
"94688",252100
"94689",269200
"94690",258900
"94691",1191200
"94692",381900
"94693",521700
"94694",369600
"94695",410600
"94696",529600
"94697",387600
"94698",385900
"94699",449700
"94700",216700
"94701",168100
"94702",395800
"94703",502000
"94704",321500
"94705",374300
"94706",620300
"94707",307800
"94708",491600
"94709",310600
"94710",584900
"94711",466900
"94712",429900
"94713",283400
"94714",400000
"94715",235300
"94716",487800
"94717",263000
"94718",230600
"94719",402500
"94720",299400
"94721",595100
"94722",291400
"94723",500000
"94724",334500
"94725",488100
"94726",375500
"94727",566500
"94728",311700
"94729",359100
"94730",612100
"94731",415400
"94732",260000
"94733",243300
"94734",402400
"94735",386300
"94736",531600
"94737",364100
"94738",297600
"94739",274100
"94740",281700
"94741",497900
"94742",194600
"94743",396800
"94744",395000
"94745",257600
"94746",619100
"94747",409900
"94748",390200
"94749",398200
"94750",719400
"94751",331300
"94752",262600
"94753",685600
"94754",324700
"94755",397900
"94756",435400
"94757",304000
"94758",362200
"94759",453400
"94760",1067700
"94761",448800
"94762",306500
"94763",346300
"94764",237400
"94765",746600
"94766",454300
"94767",265600
"94768",322400
"94769",298500
"94770",419700
"94771",294300
"94772",469600
"94773",303600
"94774",287700
"94775",461900
"94776",326400
"94777",540100
"94778",291700
"94779",370100
"94780",591600
"94781",569300
"94782",265200
"94783",472900
"94784",308400
"94785",365600
"94786",302200
"94787",405900
"94788",327800
"94789",321000
"94790",556500
"94791",485300
"94792",266600
"94793",365000
"94794",724400
"94795",351400
"94796",347000
"94797",556900
"94798",494400
"94799",196600
"94800",264900
"94801",317600
"94802",252600
"94803",344600
"94804",475800
"94805",321500
"94806",307000
"94807",354100
"94808",385500
"94809",270600
"94810",344100
"94811",572900
"94812",403000
"94813",572100
"94814",411800
"94815",348700
"94816",431800
"94817",431000
"94818",380500
"94819",573000
"94820",193300
"94821",440500
"94822",355600
"94823",301700
"94824",471400
"94825",361700
"94826",299600
"94827",406300
"94828",359800
"94829",407800
"94830",371400
"94831",325900
"94832",378900
"94833",534800
"94834",429300
"94835",241700
"94836",264000
"94837",328200
"94838",522800
"94839",930000
"94840",392100
"94841",267600
"94842",444000
"94843",450000
"94844",337800
"94845",387200
"94846",218100
"94847",394900
"94848",692100
"94849",1274400
"94850",1108900
"94851",269600
"94852",685700
"94853",626600
"94854",411500
"94855",284800
"94856",245200
"94857",268700
"94858",2503800
"94859",366800
"94860",145000
"94861",267300
"94862",261600
"94863",289200
"94864",412400
"94865",442500
"94866",373600
"94867",304200
"94868",216400
"94869",291800
"94870",316400
"94871",443900
"94872",303800
"94873",595200
"94874",244600
"94875",231000
"94876",224400
"94877",474300
"94878",407000
"94879",842100
"94880",442900
"94881",817100
"94882",350900
"94883",365900
"94884",519300
"94885",393800
"94886",304500
"94887",362400
"94888",831200
"94889",288800
"94890",147600
"94891",341200
"94892",704000
"94893",364400
"94894",385200
"94895",276100
"94896",351400
"94897",380700
"94898",411500
"94899",301500
"94900",525300
"94901",3043500
"94902",295800
"94903",275400
"94904",296900
"94905",498500
"94906",317900
"94907",515700
"94908",614600
"94909",206900
"94910",304200
"94911",328300
"94912",418800
"94913",474800
"94914",850000
"94915",308800
"94916",363000
"94917",332400
"94918",637500
"94919",413900
"94920",550200
"94921",679000
"94922",500100
"94923",245100
"94924",355700
"94925",408700
"94926",472500
"94927",542900
"94928",465000
"94929",527400
"94930",610700
"94931",364800
"94932",496900
"94933",564300
"94934",531500
"94935",777100
"94936",326000
"94937",345600
"94938",498900
"94939",162400
"94940",190000
"94941",283500
"94942",1144100
"94943",210000
"94944",565700
"94945",409400
"94946",324900
"94947",341900
"94948",193300
"94949",338800
"94950",365700
"94951",325000
"94952",494800
"94953",348700
"94954",221700
"94955",280800
"94956",623000
"94957",307100
"94958",367400
"94959",467800
"94960",465200
"94961",201400
"94962",220500
"94963",309800
"94964",441200
"94965",339100
"94966",239700
"94967",255400
"94968",323100
"94969",492600
"94970",351400
"94971",540200
"94972",216900
"94973",421000
"94974",348700
"94975",289800
"94976",413000
"94977",327100
"94978",369800
"94979",412500
"94980",327800
"94981",461300
"94982",247100
"94983",671600
"94984",447400
"94985",403100
"94986",371600
"94987",318900
"94988",359100
"94989",538300
"94990",288800
"94991",408200
"94992",586900
"94993",426500
"94994",298600
"94995",511500
"94996",308800
"94997",374300
"94998",245800
"94999",374300
"95000",518600
"95001",550400
"95002",174300
"95003",280900
"95004",289800
"95005",314200
"95006",262600
"95007",223300
"95008",493800
"95009",293700
"95010",362500
"95011",491000
"95012",324300
"95013",420000
"95014",292100
"95015",640700
"95016",337600
"95017",369100
"95018",243200
"95019",398600
"95020",214400
"95021",529000
"95022",312400
"95023",362500
"95024",243100
"95025",491400
"95026",311500
"95027",329700
"95028",415500
"95029",531400
"95030",368900
"95031",314000
"95032",460000
"95033",442800
"95034",484300
"95035",348500
"95036",322500
"95037",321800
"95038",293500
"95039",397000
"95040",302900
"95041",270700
"95042",356700
"95043",206600
"95044",414700
"95045",325700
"95046",280900
"95047",485400
"95048",230600
"95049",310000
"95050",261100
"95051",254800
"95052",291100
"95053",285500
"95054",331200
"95055",274800
"95056",249100
"95057",278700
"95058",231300
"95059",258700
"95060",249900
"95061",395200
"95062",157900
"95063",292200
"95064",692400
"95065",676800
"95066",205300
"95067",418000
"95068",304400
"95069",323500
"95070",420700
"95071",360100
"95072",213600
"95073",280800
"95074",388500
"95075",272000
"95076",631500
"95077",247900
"95078",398200
"95079",270700
"95080",246600
"95081",304200
"95082",372300
"95083",451500
"95084",582000
"95085",646200
"95086",336900
"95087",1072700
"95088",510700
"95089",1132100
"95090",252500
"95091",370600
"95092",247800
"95093",399100
"95094",406500
"95095",382100
"95096",286900
"95097",466600
"95098",323200
"95099",304200
"95100",490200
"95101",421000
"95102",280300
"95103",297900
"95104",246800
"95105",376000
"95106",363600
"95107",517000
"95108",406700
"95109",301600
"95110",321800
"95111",367800
"95112",310100
"95113",605400
"95114",708000
"95115",655700
"95116",339900
"95117",698000
"95118",491200
"95119",306300
"95120",763100
"95121",301600
"95122",250300
"95123",543500
"95124",381400
"95125",263200
"95126",149300
"95127",389500
"95128",334700
"95129",315400
"95130",867900
"95131",374500
"95132",512700
"95133",344300
"95134",248000
"95135",290000
"95136",457600
"95137",414500
"95138",414000
"95139",359100
"95140",542500
"95141",225800
"95142",553900
"95143",547400
"95144",334500
"95145",304000
"95146",299500
"95147",332200
"95148",702100
"95149",168600
"95150",349700
"95151",558700
"95152",270600
"95153",207300
"95154",622600
"95155",378400
"95156",596300
"95157",460100
"95158",391300
"95159",514100
"95160",228600
"95161",556100
"95162",259400
"95163",445800
"95164",479300
"95165",452600
"95166",266000
"95167",287200
"95168",372500
"95169",1894500
"95170",346600
"95171",437000
"95172",315000
"95173",357500
"95174",685200
"95175",332400
"95176",286500
"95177",433400
"95178",382100
"95179",200000
"95180",241800
"95181",278900
"95182",245200
"95183",372000
"95184",373900
"95185",351100
"95186",354100
"95187",335900
"95188",363600
"95189",336400
"95190",1413500
"95191",479900
"95192",340800
"95193",344200
"95194",489100
"95195",342100
"95196",398400
"95197",82400
"95198",614500
"95199",448300
"95200",313200
"95201",474300
"95202",1303800
"95203",192400
"95204",537300
"95205",268800
"95206",346700
"95207",215200
"95208",403600
"95209",361300
"95210",279600
"95211",440100
"95212",184700
"95213",524600
"95214",250600
"95215",320100
"95216",330000
"95217",505800
"95218",288400
"95219",490000
"95220",296800
"95221",288600
"95222",507700
"95223",261400
"95224",426400
"95225",380900
"95226",365800
"95227",361900
"95228",814200
"95229",380000
"95230",366500
"95231",767800
"95232",455600
"95233",428800
"95234",415700
"95235",454900
"95236",328600
"95237",541800
"95238",507300
"95239",481500
"95240",533400
"95241",456500
"95242",479400
"95243",499100
"95244",328000
"95245",231900
"95246",304500
"95247",223000
"95248",612800
"95249",315300
"95250",809600
"95251",615900
"95252",450000
"95253",347500
"95254",386000
"95255",304100
"95256",184100
"95257",259800
"95258",211000
"95259",665900
"95260",394700
"95261",247600
"95262",546500
"95263",365600
"95264",434100
"95265",313600
"95266",396200
"95267",391500
"95268",404200
"95269",321200
"95270",405700
"95271",341000
"95272",387800
"95273",465300
"95274",310700
"95275",404900
"95276",281700
"95277",599600
"95278",363000
"95279",256600
"95280",174300
"95281",211500
"95282",254100
"95283",474500
"95284",312900
"95285",269300
"95286",764300
"95287",293300
"95288",416500
"95289",301600
"95290",267300
"95291",444600
"95292",397500
"95293",579200
"95294",272100
"95295",369200
"95296",375400
"95297",402500
"95298",307100
"95299",590800
"95300",427600
"95301",293400
"95302",375200
"95303",468000
"95304",378400
"95305",463400
"95306",793000
"95307",605400
"95308",297800
"95309",1588300
"95310",584200
"95311",605100
"95312",314500
"95313",322000
"95314",261500
"95315",496400
"95316",539100
"95317",291800
"95318",278600
"95319",218600
"95320",579800
"95321",319400
"95322",391200
"95323",243900
"95324",344300
"95325",450400
"95326",179600
"95327",585700
"95328",337600
"95329",407800
"95330",300900
"95331",375300
"95332",266500
"95333",328500
"95334",260600
"95335",495700
"95336",367800
"95337",370600
"95338",277100
"95339",272800
"95340",431700
"95341",272400
"95342",262700
"95343",394100
"95344",254500
"95345",386500
"95346",396200
"95347",427100
"95348",396100
"95349",212800
"95350",324500
"95351",296200
"95352",347700
"95353",327800
"95354",561600
"95355",331700
"95356",696200
"95357",331300
"95358",435000
"95359",656400
"95360",383300
"95361",321800
"95362",200000
"95363",221300
"95364",313100
"95365",318600
"95366",407800
"95367",425600
"95368",259100
"95369",373300
"95370",296600
"95371",262000
"95372",315800
"95373",242600
"95374",528400
"95375",625400
"95376",461400
"95377",281800
"95378",289800
"95379",648500
"95380",330600
"95381",788400
"95382",268900
"95383",2055600
"95384",803000
"95385",547800
"95386",424100
"95387",420000
"95388",1129100
"95389",501800
"95390",266600
"95391",285700
"95392",310100
"95393",237300
"95394",241200
"95395",532200
"95396",305300
"95397",294900
"95398",207100
"95399",608300
"95400",894800
"95401",460300
"95402",499600
"95403",190000
"95404",133100
"95405",270200
"95406",369700
"95407",365400
"95408",434900
"95409",336100
"95410",334800
"95411",196700
"95412",537700
"95413",262200
"95414",242800
"95415",283900
"95416",199800
"95417",312400
"95418",262100
"95419",461400
"95420",444600
"95421",194400
"95422",250200
"95423",200200
"95424",409500
"95425",245100
"95426",351700
"95427",379200
"95428",543300
"95429",321300
"95430",424500
"95431",398200
"95432",531500
"95433",315100
"95434",314000
"95435",445200
"95436",376900
"95437",290900
"95438",360100
"95439",348000
"95440",375800
"95441",267000
"95442",273800
"95443",293200
"95444",434700
"95445",246300
"95446",277100
"95447",271400
"95448",301100
"95449",318900
"95450",201200
"95451",306700
"95452",168600
"95453",722000
"95454",342000
"95455",728400
"95456",322700
"95457",296100
"95458",330100
"95459",437300
"95460",471200
"95461",562300
"95462",291900
"95463",165500
"95464",310600
"95465",349400
"95466",306300
"95467",314800
"95468",275600
"95469",263000
"95470",344700
"95471",663700
"95472",287800
"95473",426800
"95474",361000
"95475",455000
"95476",278000
"95477",748500
"95478",552000
"95479",311700
"95480",429900
"95481",639700
"95482",652900
"95483",484800
"95484",242200
"95485",312100
"95486",404400
"95487",345700
"95488",356100
"95489",298400
"95490",403700
"95491",283100
"95492",271300
"95493",370100
"95494",279600
"95495",556300
"95496",462800
"95497",205200
"95498",787300
"95499",199100
"95500",187600
"95501",306900
"95502",218800
"95503",492000
"95504",347200
"95505",253900
"95506",250300
"95507",170500
"95508",280400
"95509",304700
"95510",339800
"95511",370200
"95512",285500
"95513",254300
"95514",1089100
"95515",338400
"95516",309800
"95517",367500
"95518",578700
"95519",280900
"95520",448700
"95521",332600
"95522",295000
"95523",191800
"95524",281700
"95525",436300
"95526",242700
"95527",297100
"95528",300400
"95529",272100
"95530",280000
"95531",318800
"95532",379600
"95533",524700
"95534",378500
"95535",90000
"95536",531500
"95537",374300
"95538",179900
"95539",602800
"95540",696800
"95541",369600
"95542",458900
"95543",369900
"95544",314500
"95545",352700
"95546",193200
"95547",376800
"95548",267100
"95549",303600
"95550",262000
"95551",406600
"95552",560300
"95553",223000
"95554",384700
"95555",281200
"95556",247800
"95557",207000
"95558",294600
"95559",390000
"95560",296400
"95561",314000
"95562",502700
"95563",613100
"95564",323300
"95565",360000
"95566",231000
"95567",276900
"95568",359100
"95569",292500
"95570",211700
"95571",259900
"95572",320300
"95573",364200
"95574",358400
"95575",221700
"95576",267100
"95577",313100
"95578",565900
"95579",300600
"95580",422600
"95581",254900
"95582",298200
"95583",510200
"95584",336300
"95585",258200
"95586",349300
"95587",480300
"95588",292600
"95589",353800
"95590",153400
"95591",231800
"95592",210400
"95593",347300
"95594",180700
"95595",356700
"95596",481000
"95597",186800
"95598",107700
"95599",332800
"95600",242100
"95601",277200
"95602",282200
"95603",394600
"95604",404400
"95605",235600
"95606",231200
"95607",477900
"95608",388000
"95609",186400
"95610",272100
"95611",391600
"95612",449500
"95613",311300
"95614",992600
"95615",203800
"95616",304900
"95617",423100
"95618",496700
"95619",277000
"95620",288100
"95621",313700
"95622",395800
"95623",297000
"95624",285900
"95625",263200
"95626",505400
"95627",1439700
"95628",326500
"95629",493400
"95630",303400
"95631",493300
"95632",525800
"95633",310000
"95634",566600
"95635",298400
"95636",449000
"95637",339500
"95638",328300
"95639",547200
"95640",245000
"95641",269400
"95642",153000
"95643",366600
"95644",513000
"95645",259600
"95646",353700
"95647",350800
"95648",776900
"95649",119400
"95650",450500
"95651",505000
"95652",401600
"95653",567500
"95654",279700
"95655",256200
"95656",322700
"95657",325100
"95658",302000
"95659",300000
"95660",868600
"95661",427200
"95662",490700
"95663",403000
"95664",207700
"95665",353500
"95666",352300
"95667",392500
"95668",375500
"95669",347300
"95670",596900
"95671",192500
"95672",461400
"95673",299600
"95674",429800
"95675",266800
"95676",559300
"95677",262700
"95678",313900
"95679",337000
"95680",476700
"95681",759500
"95682",327600
"95683",350000
"95684",665700
"95685",443900
"95686",618800
"95687",203900
"95688",327700
"95689",484500
"95690",451000
"95691",240000
"95692",408900
"95693",321800
"95694",293000
"95695",586000
"95696",691600
"95697",831400
"95698",266300
"95699",610300
"95700",246600
"95701",338900
"95702",280800
"95703",456200
"95704",307300
"95705",510600
"95706",408800
"95707",366800
"95708",342900
"95709",294700
"95710",187800
"95711",309000
"95712",1505700
"95713",253500
"95714",228500
"95715",188500
"95716",318900
"95717",393100
"95718",244600
"95719",275200
"95720",290100
"95721",326300
"95722",551000
"95723",248200
"95724",505400
"95725",291400
"95726",30000
"95727",256300
"95728",374400
"95729",460700
"95730",225300
"95731",379800
"95732",2077800
"95733",312300
"95734",423400
"95735",217200
"95736",636000
"95737",285600
"95738",264300
"95739",316800
"95740",324700
"95741",245000
"95742",312900
"95743",226900
"95744",250400
"95745",286900
"95746",339100
"95747",344700
"95748",363600
"95749",416900
