"","x"
"27044",1083800
"27045",197900
"27046",277200
"27047",254200
"27048",618200
"27049",236700
"27050",298500
"27051",434600
"27052",379700
"27053",281400
"27054",353800
"27055",194300
"27056",358000
"27057",500100
"27058",480100
"27059",304800
"27060",304100
"27061",412100
"27062",3273600
"27063",482600
"27064",382400
"27065",440600
"27066",192000
"27067",234900
"27068",316600
"27069",242700
"27070",397900
"27071",318300
"27072",293800
"27073",440600
"27074",510300
"27075",243500
"27076",267900
"27077",480900
"27078",358600
"27079",469900
"27080",293300
"27081",261300
"27082",283100
"27083",472900
"27084",340300
"27085",188400
"27086",267600
"27087",388100
"27088",570800
"27089",228200
"27090",293700
"27091",298800
"27092",336800
"27093",305700
"27094",416700
"27095",344100
"27096",318700
"27097",286300
"27098",392500
"27099",357700
"27100",233800
"27101",564100
"27102",234600
"27103",322000
"27104",282200
"27105",346500
"27106",295500
"27107",442700
"27108",802000
"27109",322100
"27110",272100
"27111",186300
"27112",246700
"27113",339900
"27114",454100
"27115",394000
"27116",249500
"27117",218600
"27118",194700
"27119",264200
"27120",385400
"27121",531700
"27122",264000
"27123",244500
"27124",509300
"27125",210500
"27126",595800
"27127",3757300
"27128",324100
"27129",235000
"27130",539000
"27131",687300
"27132",252000
"27133",635400
"27134",182300
"27135",220100
"27136",238800
"27137",319400
"27138",460400
"27139",284700
"27140",318900
"27141",249000
"27142",300200
"27143",414500
"27144",584400
"27145",448800
"27146",343700
"27147",274500
"27148",478900
"27149",287200
"27150",92200
"27151",467800
"27152",308600
"27153",269000
"27154",366700
"27155",289900
"27156",262100
"27157",270900
"27158",285400
"27159",329900
"27160",445900
"27161",415500
"27162",429300
"27163",329100
"27164",454600
"27165",363700
"27166",364200
"27167",267700
"27168",181900
"27169",210000
"27170",372500
"27171",396100
"27172",260400
"27173",322400
"27174",540600
"27175",635500
"27176",335500
"27177",382400
"27178",288200
"27179",352200
"27180",328300
"27181",370200
"27182",256500
"27183",424200
"27184",325600
"27185",344500
"27186",298900
"27187",455700
"27188",270100
"27189",293900
"27190",248300
"27191",509600
"27192",448100
"27193",412500
"27194",1357600
"27195",428000
"27196",525900
"27197",409100
"27198",547700
"27199",249800
"27200",515300
"27201",252600
"27202",297500
"27203",408900
"27204",531400
"27205",264300
"27206",563200
"27207",221600
"27208",408200
"27209",582800
"27210",366700
"27211",363400
"27212",281500
"27213",384400
"27214",309100
"27215",239000
"27216",321900
"27217",436600
"27218",505500
"27219",330200
"27220",159300
"27221",309800
"27222",280300
"27223",337500
"27224",371000
"27225",443900
"27226",438500
"27227",206900
"27228",171600
"27229",251700
"27230",409100
"27231",308100
"27232",249300
"27233",446000
"27234",261100
"27235",468100
"27236",255500
"27237",409200
"27238",299100
"27239",371900
"27240",236700
"27241",415800
"27242",391800
"27243",182400
"27244",230800
"27245",557200
"27246",332100
"27247",361100
"27248",384500
"27249",622000
"27250",333500
"27251",359100
"27252",338100
"27253",335000
"27254",227600
"27255",293700
"27256",223000
"27257",652000
"27258",465400
"27259",830800
"27260",197400
"27261",291300
"27262",265000
"27263",296600
"27264",329100
"27265",416700
"27266",195500
"27267",209000
"27268",235700
"27269",1042900
"27270",347400
"27271",418800
"27272",336500
"27273",547300
"27274",243300
"27275",408000
"27276",412800
"27277",352700
"27278",213400
"27279",276500
"27280",1052500
"27281",285400
"27282",285400
"27283",352400
"27284",449600
"27285",414600
"27286",363500
"27287",205700
"27288",417400
"27289",464100
"27290",227300
"27291",335500
"27292",340600
"27293",271900
"27294",323400
"27295",211900
"27296",327400
"27297",268100
"27298",272900
"27299",519200
"27300",297700
"27301",460400
"27302",746200
"27303",397800
"27304",449900
"27305",602900
"27306",468900
"27307",375100
"27308",166600
"27309",400500
"27310",235700
"27311",290400
"27312",364800
"27313",78200
"27314",325600
"27315",237300
"27316",398500
"27317",194700
"27318",535100
"27319",238800
"27320",240100
"27321",484300
"27322",219500
"27323",306300
"27324",324400
"27325",395900
"27326",292500
"27327",1199900
"27328",173000
"27329",339800
"27330",603400
"27331",204000
"27332",302000
"27333",392900
"27334",506600
"27335",416700
"27336",417000
"27337",210900
"27338",316900
"27339",238600
"27340",368300
"27341",289500
"27342",653100
"27343",332500
"27344",363600
"27345",187800
"27346",292100
"27347",542500
"27348",825900
"27349",505100
"27350",703400
"27351",472800
"27352",359100
"27353",282200
"27354",280400
"27355",243600
"27356",346100
"27357",579600
"27358",259000
"27359",466800
"27360",223900
"27361",307800
"27362",201900
"27363",501700
"27364",412400
"27365",583900
"27366",509500
"27367",251600
"27368",229500
"27369",209400
"27370",264800
"27371",372200
"27372",374600
"27373",321000
"27374",410100
"27375",382100
"27376",164100
"27377",434600
"27378",521200
"27379",218700
"27380",365700
"27381",285100
"27382",396200
"27383",321000
"27384",306700
"27385",350500
"27386",894700
"27387",312300
"27388",255400
"27389",276200
"27390",329900
"27391",452700
"27392",240400
"27393",285800
"27394",1828100
"27395",293600
"27396",640800
"27397",537900
"27398",343400
"27399",308600
"27400",302600
"27401",341700
"27402",313000
"27403",271900
"27404",313400
"27405",441700
"27406",502100
"27407",866800
"27408",481100
"27409",297700
"27410",166200
"27411",308900
"27412",376600
"27413",275300
"27414",242300
"27415",245000
"27416",483700
"27417",210100
"27418",185100
"27419",357200
"27420",305600
"27421",281300
"27422",631300
"27423",347900
"27424",222000
"27425",414200
"27426",233800
"27427",418100
"27428",729900
"27429",203300
"27430",668600
"27431",366500
"27432",346700
"27433",555500
"27434",337400
"27435",217800
"27436",143000
"27437",218900
"27438",512000
"27439",438100
"27440",333100
"27441",548800
"27442",NA
"27443",317700
"27444",307600
"27445",562200
"27446",720200
"27447",342300
"27448",234800
"27449",447500
"27450",192200
"27451",201400
"27452",391000
"27453",785000
"27454",320600
"27455",370900
"27456",376800
"27457",327700
"27458",715500
"27459",433200
"27460",510200
"27461",407000
"27462",183700
"27463",409500
"27464",309800
"27465",686200
"27466",277100
"27467",345000
"27468",628000
"27469",238300
"27470",421400
"27471",183400
"27472",376600
"27473",326900
"27474",773200
"27475",491200
"27476",653500
"27477",426200
"27478",340100
"27479",358300
"27480",521300
"27481",440000
"27482",887500
"27483",247600
"27484",393300
"27485",617400
"27486",255700
"27487",320600
"27488",272000
"27489",332900
"27490",244200
"27491",432100
"27492",356800
"27493",444300
"27494",110400
"27495",236100
"27496",664800
"27497",814200
"27498",140200
"27499",105000
"27500",387400
"27501",303300
"27502",372500
"27503",240800
"27504",395500
"27505",270800
"27506",585800
"27507",238600
"27508",747900
"27509",646000
"27510",355600
"27511",299500
"27512",311200
"27513",289600
"27514",631500
"27515",306900
"27516",473900
"27517",372300
"27518",857100
"27519",443500
"27520",461500
"27521",335000
"27522",223000
"27523",827800
"27524",711400
"27525",281300
"27526",669000
"27527",317900
"27528",270000
"27529",634500
"27530",305500
"27531",390000
"27532",440400
"27533",446000
"27534",538800
"27535",570600
"27536",203900
"27537",281300
"27538",354700
"27539",452100
"27540",248400
"27541",670200
"27542",747600
"27543",442700
"27544",187400
"27545",335200
"27546",477000
"27547",588500
"27548",443500
"27549",474600
"27550",395200
"27551",255000
"27552",269800
"27553",577300
"27554",482200
"27555",707300
"27556",448800
"27557",362500
"27558",395700
"27559",233400
"27560",492500
"27561",570800
"27562",364000
"27563",250800
"27564",254600
"27565",305300
"27566",379600
"27567",364900
"27568",319800
"27569",359700
"27570",268900
"27571",421300
"27572",308300
"27573",306600
"27574",854200
"27575",352900
"27576",1012700
"27577",307800
"27578",207600
"27579",300000
"27580",359700
"27581",237200
"27582",346200
"27583",410300
"27584",525300
"27585",692900
"27586",720400
"27587",250400
"27588",267500
"27589",493600
"27590",262500
"27591",235300
"27592",764100
"27593",250500
"27594",364800
"27595",1395900
"27596",253800
"27597",486800
"27598",327100
"27599",397700
"27600",573100
"27601",324400
"27602",207900
"27603",200800
"27604",373600
"27605",163700
"27606",315700
"27607",428100
"27608",431500
"27609",319500
"27610",423100
"27611",298900
"27612",147700
"27613",378300
"27614",309200
"27615",381300
"27616",565400
"27617",366100
"27618",368100
"27619",355300
"27620",263600
"27621",541200
"27622",294900
"27623",218700
"27624",748300
"27625",267300
"27626",314400
"27627",276500
"27628",256600
"27629",297800
"27630",251800
"27631",359100
"27632",264300
"27633",710600
"27634",537800
"27635",274500
"27636",369300
"27637",291500
"27638",487200
"27639",382800
"27640",344500
"27641",566400
"27642",414000
"27643",470600
"27644",264200
"27645",334500
"27646",271000
"27647",525700
"27648",286900
"27649",433200
"27650",255900
"27651",160400
"27652",236700
"27653",301800
"27654",221100
"27655",168300
"27656",314400
"27657",352300
"27658",447000
"27659",448800
"27660",284400
"27661",381400
"27662",364700
"27663",295600
"27664",370600
"27665",522400
"27666",276200
"27667",362500
"27668",391200
"27669",760900
"27670",412500
"27671",499100
"27672",204200
"27673",253400
"27674",372500
"27675",279800
"27676",300000
"27677",286600
"27678",349000
"27679",228300
"27680",275800
"27681",269200
"27682",655200
"27683",243700
"27684",367000
"27685",616200
"27686",182100
"27687",448800
"27688",568100
"27689",218900
"27690",245900
"27691",585400
"27692",262100
"27693",375300
"27694",332200
"27695",381300
"27696",338400
"27697",240000
"27698",466900
"27699",394900
"27700",379600
"27701",556900
"27702",216500
"27703",240900
"27704",436800
"27705",274400
"27706",402900
"27707",332300
"27708",399500
"27709",628700
"27710",333000
"27711",237300
"27712",334500
"27713",296000
"27714",295800
"27715",418400
"27716",567900
"27717",156000
"27718",248600
"27719",281700
"27720",262300
"27721",322200
"27722",530200
"27723",766900
"27724",314500
"27725",241300
"27726",489200
"27727",285500
"27728",266100
"27729",249100
"27730",482700
"27731",291300
"27732",437200
"27733",291100
"27734",272100
"27735",295000
"27736",263100
"27737",361600
"27738",306700
"27739",449500
"27740",330600
"27741",478300
"27742",402500
"27743",545000
"27744",508900
"27745",446000
"27746",335800
"27747",338800
"27748",348600
"27749",295800
"27750",282200
"27751",368500
"27752",283400
"27753",278800
"27754",333500
"27755",391100
"27756",347700
"27757",706100
"27758",270600
"27759",405200
"27760",462500
"27761",361600
"27762",532600
"27763",185500
"27764",399200
"27765",282000
"27766",411800
"27767",702300
"27768",583400
"27769",267700
"27770",262200
"27771",401700
"27772",676100
"27773",185800
"27774",307800
"27775",421600
"27776",425400
"27777",479300
"27778",446200
"27779",477200
"27780",405800
"27781",366000
"27782",313200
"27783",192000
"27784",309900
"27785",366600
"27786",410100
"27787",291100
"27788",276300
"27789",248600
"27790",463900
"27791",340000
"27792",275500
"27793",465400
"27794",574200
"27795",286900
"27796",436900
"27797",462000
"27798",489600
"27799",283200
"27800",395900
"27801",277400
"27802",354800
"27803",509600
"27804",349000
"27805",245100
"27806",400300
"27807",364900
"27808",204200
"27809",583500
"27810",388000
"27811",785200
"27812",412200
"27813",739500
"27814",491500
"27815",460800
"27816",368600
"27817",327500
"27818",325100
"27819",266400
"27820",468600
"27821",298500
"27822",259300
"27823",420300
"27824",368000
"27825",428900
"27826",631300
"27827",725800
"27828",293100
"27829",293700
"27830",219500
"27831",227100
"27832",369600
"27833",202900
"27834",729100
"27835",307700
"27836",475400
"27837",361800
"27838",253700
"27839",362500
"27840",295000
"27841",278800
"27842",457700
"27843",427000
"27844",663200
"27845",316300
"27846",432600
"27847",567800
"27848",298800
"27849",461500
"27850",579700
"27851",210100
"27852",504700
"27853",327300
"27854",446500
"27855",354800
"27856",278400
"27857",282200
"27858",1469900
"27859",258000
"27860",535000
"27861",320800
"27862",390300
"27863",204200
"27864",837300
"27865",260900
"27866",228300
"27867",379200
"27868",326200
"27869",576800
"27870",267700
"27871",441700
"27872",251100
"27873",268000
"27874",329500
"27875",420600
"27876",375500
"27877",278800
"27878",247600
"27879",391900
"27880",737200
"27881",254200
"27882",447400
"27883",383100
"27884",284000
"27885",486000
"27886",432500
"27887",208700
"27888",571600
"27889",243400
"27890",212200
"27891",273200
"27892",274000
"27893",530600
"27894",608500
"27895",348000
"27896",447700
"27897",441100
"27898",248800
"27899",314500
"27900",273200
"27901",295500
"27902",246300
"27903",319000
"27904",356100
"27905",2786700
"27906",407000
"27907",350500
"27908",327700
"27909",182100
"27910",186400
"27911",197800
"27912",542400
"27913",289200
"27914",475700
"27915",237500
"27916",523100
"27917",373200
"27918",512900
"27919",490600
"27920",287000
"27921",249000
"27922",274500
"27923",374300
"27924",358900
"27925",452800
"27926",557500
"27927",476100
"27928",356700
"27929",232900
"27930",501800
"27931",466000
"27932",282300
"27933",314300
"27934",235100
"27935",263300
"27936",298800
"27937",157800
"27938",330300
"27939",394500
"27940",239800
"27941",482400
"27942",275000
"27943",240000
"27944",234900
"27945",282700
"27946",457500
"27947",979200
"27948",248100
"27949",595200
"27950",798300
"27951",374200
"27952",270700
"27953",334700
"27954",386400
"27955",234100
"27956",451300
"27957",365700
"27958",278800
"27959",272400
"27960",343500
"27961",305100
"27962",546100
"27963",335400
"27964",274900
"27965",538600
"27966",163900
"27967",270100
"27968",265700
"27969",234100
"27970",236800
"27971",417800
"27972",278800
"27973",302600
"27974",826500
"27975",358200
"27976",473900
"27977",291200
"27978",453200
"27979",762200
"27980",662400
"27981",314300
"27982",388600
"27983",324100
"27984",482200
"27985",305300
"27986",410100
"27987",317600
"27988",1574500
"27989",297500
"27990",263200
"27991",397500
"27992",255700
"27993",379700
"27994",196600
"27995",372700
"27996",311600
"27997",409900
"27998",423100
"27999",485900
"28000",686000
"28001",487300
"28002",230800
"28003",421900
"28004",301700
"28005",294900
"28006",468200
"28007",407800
"28008",286300
"28009",515500
"28010",333400
"28011",384700
"28012",688700
"28013",225800
"28014",385500
"28015",370900
"28016",1450700
"28017",301500
"28018",333700
"28019",214900
"28020",322700
"28021",210700
"28022",213300
"28023",529600
"28024",582300
"28025",555000
"28026",284700
"28027",182100
"28028",416700
"28029",452700
"28030",452500
"28031",268300
"28032",1411300
"28033",246900
"28034",343400
"28035",574200
"28036",680200
"28037",407400
"28038",321600
"28039",335800
"28040",294600
"28041",384700
"28042",287800
"28043",306200
"28044",333100
"28045",278400
"28046",440500
"28047",226600
"28048",266600
"28049",363300
"28050",241300
"28051",372800
"28052",292600
"28053",332500
"28054",244200
"28055",281700
"28056",412000
"28057",214500
"28058",291400
"28059",336600
"28060",423700
"28061",271900
"28062",420700
"28063",316800
"28064",186100
"28065",401500
"28066",164200
"28067",363300
"28068",285000
"28069",451400
"28070",407400
"28071",205300
"28072",551000
"28073",267800
"28074",301500
"28075",363000
"28076",599500
"28077",234200
"28078",269200
"28079",424800
"28080",316400
"28081",535300
"28082",491200
"28083",233600
"28084",205200
"28085",496500
"28086",274400
"28087",265300
"28088",471800
"28089",275800
"28090",278400
"28091",259300
"28092",314300
"28093",445100
"28094",277300
"28095",438100
"28096",274500
"28097",205400
"28098",182100
"28099",319800
"28100",974000
"28101",500800
"28102",335800
"28103",309900
"28104",239000
"28105",522200
"28106",320500
"28107",321200
"28108",429900
"28109",458000
"28110",484500
"28111",364700
"28112",394000
"28113",482200
"28114",476100
"28115",212100
"28116",409800
"28117",465400
"28118",307500
"28119",483600
"28120",345600
"28121",347200
"28122",397500
"28123",489500
"28124",469300
"28125",294700
"28126",315600
"28127",427600
"28128",688400
"28129",237300
"28130",170700
"28131",311700
"28132",289200
"28133",303100
"28134",448800
"28135",268500
"28136",392600
"28137",286200
"28138",418100
"28139",238000
"28140",232600
"28141",625600
"28142",245200
"28143",311100
"28144",227000
"28145",282500
"28146",333500
"28147",370300
"28148",390000
"28149",269500
"28150",356400
"28151",324900
"28152",318200
"28153",344600
"28154",318100
"28155",927900
"28156",388000
"28157",752600
"28158",454600
"28159",589700
"28160",352700
"28161",224700
"28162",296000
"28163",435100
"28164",397900
"28165",303200
"28166",289900
"28167",412100
"28168",655300
"28169",433200
"28170",181300
"28171",330500
"28172",263800
"28173",270600
"28174",688900
"28175",905600
"28176",405200
"28177",2210000
"28178",481900
"28179",391700
"28180",126100
"28181",490600
"28182",287200
"28183",364200
"28184",293300
"28185",577500
"28186",598900
"28187",337700
"28188",702500
"28189",260500
"28190",396400
"28191",362300
"28192",536800
"28193",552000
"28194",127400
"28195",235500
"28196",390300
"28197",667600
"28198",162700
"28199",589600
"28200",427900
"28201",324700
"28202",433400
"28203",387800
"28204",580700
"28205",297200
"28206",315000
"28207",345400
"28208",375500
"28209",366800
"28210",451100
"28211",348800
"28212",1664000
"28213",294900
"28214",343400
"28215",391400
"28216",398500
"28217",809600
"28218",292300
"28219",183400
"28220",220700
"28221",260500
"28222",281000
"28223",242100
"28224",355200
"28225",327900
"28226",273200
"28227",309200
"28228",429700
"28229",240400
"28230",249000
"28231",286000
"28232",225700
"28233",200800
"28234",379100
"28235",222500
"28236",187000
"28237",371200
"28238",508500
"28239",514000
"28240",307600
"28241",419400
"28242",556900
"28243",261600
"28244",459900
"28245",456500
"28246",312600
"28247",384700
"28248",366500
"28249",361400
"28250",292300
"28251",302500
"28252",233500
"28253",249200
"28254",360300
"28255",390300
"28256",324700
"28257",384700
"28258",421600
"28259",249600
"28260",391600
"28261",405100
"28262",1030200
"28263",376300
"28264",676100
"28265",570100
"28266",286600
"28267",299300
"28268",355700
"28269",257400
"28270",514800
"28271",389700
"28272",394900
"28273",238000
"28274",351000
"28275",325000
"28276",575300
"28277",287200
"28278",842100
"28279",401300
"28280",460900
"28281",334500
"28282",224400
"28283",740800
"28284",250200
"28285",320000
"28286",685000
"28287",358400
"28288",264700
"28289",487900
"28290",269900
"28291",307500
"28292",315400
"28293",388300
"28294",482200
"28295",292500
"28296",307900
"28297",288600
"28298",279500
"28299",540800
"28300",353300
"28301",586900
"28302",298900
"28303",835300
"28304",264200
"28305",212200
"28306",259100
"28307",339900
"28308",379100
"28309",355400
"28310",656300
"28311",307300
"28312",355600
"28313",324400
"28314",487100
"28315",250700
"28316",217400
"28317",370800
"28318",473100
"28319",307500
"28320",333300
"28321",264200
"28322",467800
"28323",331000
"28324",350300
"28325",680500
"28326",546300
"28327",470600
"28328",318900
"28329",205200
"28330",341500
"28331",471900
"28332",304500
"28333",240500
"28334",213900
"28335",223600
"28336",379800
"28337",337800
"28338",294400
"28339",266800
"28340",520600
"28341",282500
"28342",442200
"28343",383500
"28344",365700
"28345",334500
"28346",642300
"28347",354100
"28348",371900
"28349",432600
"28350",444300
"28351",283100
"28352",439100
"28353",223000
"28354",320000
"28355",375800
"28356",319800
"28357",311100
"28358",327600
"28359",328000
"28360",477400
"28361",580300
"28362",700400
"28363",588300
"28364",258900
"28365",654400
"28366",309800
"28367",296800
"28368",285000
"28369",200800
"28370",196400
"28371",306500
"28372",420000
"28373",594100
"28374",330900
"28375",644900
"28376",194100
"28377",275600
"28378",421200
"28379",334900
"28380",398000
"28381",236700
"28382",256900
"28383",704900
"28384",228300
"28385",306700
"28386",308800
"28387",307500
"28388",358500
"28389",661500
"28390",297500
"28391",405100
"28392",666600
"28393",367000
"28394",385500
"28395",313900
"28396",307500
"28397",343200
"28398",328200
"28399",436400
"28400",334700
"28401",387800
"28402",166800
"28403",196500
"28404",283500
"28405",249800
"28406",390800
"28407",332500
"28408",344300
"28409",308600
"28410",433400
"28411",388700
"28412",382500
"28413",347400
"28414",356600
"28415",521400
"28416",649600
"28417",467200
"28418",320500
"28419",476200
"28420",198800
"28421",295400
"28422",311100
"28423",297200
"28424",433400
"28425",297500
"28426",346100
"28427",550200
"28428",247600
"28429",321100
"28430",289200
"28431",283400
"28432",296700
"28433",199900
"28434",339900
"28435",183200
"28436",395600
"28437",546000
"28438",254000
"28439",426900
"28440",608500
"28441",316900
"28442",378400
"28443",434900
"28444",366700
"28445",211700
"28446",261800
"28447",722200
"28448",383300
"28449",361800
"28450",421700
"28451",338000
"28452",405200
"28453",214100
"28454",263000
"28455",146200
"28456",407000
"28457",376700
"28458",259000
"28459",407100
"28460",156500
"28461",240000
"28462",237000
"28463",559100
"28464",292200
"28465",351100
"28466",274800
"28467",264300
"28468",248800
"28469",187700
"28470",211900
"28471",266800
"28472",273200
"28473",466800
"28474",226200
"28475",373200
"28476",397500
"28477",455800
"28478",290500
"28479",309600
"28480",586800
"28481",468000
"28482",647200
"28483",388800
"28484",190100
"28485",251500
"28486",220000
"28487",320400
"28488",192700
"28489",219700
"28490",273200
"28491",382700
"28492",309500
"28493",190400
"28494",288600
"28495",297500
"28496",499400
"28497",493000
"28498",263100
"28499",201400
"28500",260000
"28501",478400
"28502",421600
"28503",501800
"28504",236200
"28505",1623300
"28506",167300
"28507",256600
"28508",402500
"28509",242900
"28510",501700
"28511",214800
"28512",461400
"28513",156000
"28514",437300
"28515",829300
"28516",243300
"28517",366500
"28518",220000
"28519",365800
"28520",393100
"28521",298800
"28522",327100
"28523",277700
"28524",359900
"28525",274800
"28526",313300
"28527",165000
"28528",217800
"28529",315500
"28530",368200
"28531",629500
"28532",290900
"28533",470800
"28534",435900
"28535",509100
"28536",198800
"28537",343200
"28538",429300
"28539",221300
"28540",512100
"28541",327600
"28542",400500
"28543",444400
"28544",251000
"28545",320000
"28546",292200
"28547",242200
"28548",384000
"28549",326300
"28550",279000
"28551",470500
"28552",382100
"28553",263000
"28554",176200
"28555",420800
"28556",320500
"28557",223100
"28558",277700
"28559",247000
"28560",499400
"28561",233400
"28562",240000
"28563",295000
"28564",489100
"28565",559400
"28566",328500
"28567",334500
"28568",514600
"28569",291500
"28570",486700
"28571",243700
"28572",343700
"28573",350200
"28574",503300
"28575",701100
"28576",319400
"28577",523300
"28578",263900
"28579",815200
"28580",395500
"28581",294700
"28582",387500
"28583",473600
"28584",298900
"28585",559700
"28586",311700
"28587",283600
"28588",224300
"28589",220700
"28590",564200
"28591",626300
"28592",390500
"28593",492500
"28594",301500
"28595",323000
"28596",284700
"28597",537400
"28598",240900
"28599",406700
"28600",436900
"28601",350800
"28602",580800
"28603",412100
"28604",455900
"28605",365500
"28606",217600
"28607",438900
"28608",260900
"28609",448800
"28610",235200
"28611",424300
"28612",405200
"28613",228600
"28614",466500
"28615",238000
"28616",268900
"28617",422100
"28618",303100
"28619",375400
"28620",229900
"28621",243300
"28622",327500
"28623",318700
"28624",287200
"28625",364300
"28626",400200
"28627",358400
"28628",250800
"28629",361600
"28630",229700
"28631",434600
"28632",373600
"28633",527100
"28634",190200
"28635",336900
"28636",203600
"28637",387200
"28638",291500
"28639",307800
"28640",410100
"28641",393200
"28642",649500
"28643",248600
"28644",226100
"28645",190300
"28646",216800
"28647",275800
"28648",629700
"28649",166800
"28650",375800
"28651",377700
"28652",433200
"28653",223000
"28654",328000
"28655",294900
"28656",387900
"28657",285100
"28658",556400
"28659",370400
"28660",358000
"28661",808800
"28662",309100
"28663",257700
"28664",380500
"28665",312400
"28666",287100
"28667",235300
"28668",320500
"28669",286100
"28670",385800
"28671",314300
"28672",370600
"28673",321100
"28674",382400
"28675",207100
"28676",354800
"28677",531000
"28678",493500
"28679",227300
"28680",225800
"28681",223000
"28682",356700
"28683",273200
"28684",268400
"28685",270100
"28686",249000
"28687",253000
"28688",304700
"28689",253900
"28690",326700
"28691",344300
"28692",346000
"28693",732900
"28694",758900
"28695",722600
"28696",235400
"28697",507100
"28698",457800
"28699",286500
"28700",476800
"28701",241100
"28702",665300
"28703",746200
"28704",433800
"28705",578200
"28706",207700
"28707",237400
"28708",271800
"28709",372000
"28710",269200
"28711",385200
"28712",368000
"28713",396400
"28714",487300
"28715",487300
"28716",485300
"28717",295500
"28718",401800
"28719",580700
"28720",295100
"28721",424700
"28722",222000
"28723",353100
"28724",258200
"28725",216600
"28726",336600
"28727",627700
"28728",421500
"28729",209800
"28730",231600
"28731",259800
"28732",457100
"28733",275000
"28734",188700
"28735",522400
"28736",750300
"28737",295600
"28738",541900
"28739",304000
"28740",468600
"28741",159800
"28742",279400
"28743",374200
"28744",385800
"28745",348800
"28746",243800
"28747",395000
"28748",289100
"28749",361400
"28750",424100
"28751",206900
"28752",208000
"28753",441300
"28754",256600
"28755",792300
"28756",333200
"28757",378300
"28758",215500
"28759",402700
"28760",435900
"28761",364900
"28762",331300
"28763",283700
"28764",333800
"28765",148200
"28766",409500
"28767",438300
"28768",275600
"28769",426800
"28770",231600
"28771",431200
"28772",556900
"28773",328400
"28774",247600
"28775",565400
"28776",644100
"28777",831200
"28778",569300
"28779",364500
"28780",317400
"28781",285600
"28782",456800
"28783",289500
"28784",315600
"28785",386600
"28786",717000
"28787",353000
"28788",282300
"28789",287700
"28790",204600
"28791",317900
"28792",366800
"28793",510300
"28794",377900
"28795",411900
"28796",229700
"28797",392100
"28798",409100
"28799",362700
"28800",242600
"28801",296600
"28802",285400
"28803",301700
"28804",344100
"28805",270000
"28806",402400
"28807",282700
"28808",268600
"28809",523800
"28810",358000
"28811",672900
"28812",299000
"28813",292500
"28814",1052300
"28815",262200
"28816",657700
"28817",382100
"28818",358000
"28819",251400
"28820",418700
"28821",370000
"28822",414000
"28823",459200
"28824",234100
"28825",518700
"28826",242100
"28827",436100
"28828",294900
"28829",422600
"28830",544200
"28831",255300
"28832",525700
"28833",347100
"28834",398200
"28835",448800
"28836",192400
"28837",391000
"28838",298900
"28839",257900
"28840",386200
"28841",711500
"28842",338500
"28843",250500
"28844",364100
"28845",423700
"28846",487300
"28847",666600
"28848",377400
"28849",147100
"28850",343400
"28851",559500
"28852",634800
"28853",208500
"28854",210900
"28855",535900
"28856",389700
"28857",346200
"28858",260300
"28859",270800
"28860",292400
"28861",364200
"28862",306600
"28863",266500
"28864",277200
"28865",388800
"28866",391800
"28867",401100
"28868",357300
"28869",393500
"28870",1798900
"28871",277500
"28872",257700
"28873",265700
"28874",237000
"28875",255500
"28876",588200
"28877",160900
"28878",351800
"28879",208800
"28880",364200
"28881",301800
"28882",311300
"28883",190200
"28884",353700
"28885",537800
"28886",299700
"28887",294000
"28888",358900
"28889",286700
"28890",539800
"28891",432900
"28892",349300
"28893",253700
"28894",225400
"28895",216800
"28896",314500
"28897",324900
"28898",331800
"28899",384700
"28900",438900
"28901",414700
"28902",318200
"28903",352900
"28904",232000
"28905",304400
"28906",239900
"28907",567600
"28908",221000
"28909",250400
"28910",544700
"28911",963200
"28912",239200
"28913",481700
"28914",516000
"28915",375800
"28916",275700
"28917",327100
"28918",447000
"28919",371500
"28920",283500
"28921",488800
"28922",339100
"28923",218400
"28924",448300
"28925",281000
"28926",383500
"28927",547200
"28928",296200
"28929",281400
"28930",288700
"28931",275200
"28932",549400
"28933",178100
"28934",348000
"28935",233000
"28936",359300
"28937",262200
"28938",309300
"28939",194600
"28940",326100
"28941",248600
"28942",293300
"28943",265600
"28944",273800
"28945",531500
"28946",328800
"28947",295200
"28948",389200
"28949",252100
"28950",551300
"28951",313200
"28952",152100
"28953",256500
"28954",282200
"28955",388600
"28956",190600
"28957",266500
"28958",375800
"28959",340900
"28960",266500
"28961",289200
"28962",339600
"28963",352200
"28964",267600
"28965",337400
"28966",370500
"28967",305200
"28968",383600
"28969",305700
"28970",305900
"28971",340200
"28972",170700
"28973",286900
"28974",235200
"28975",228400
"28976",376300
"28977",918100
"28978",356700
"28979",255700
"28980",568600
"28981",315500
"28982",361800
"28983",457300
"28984",297500
"28985",383700
"28986",416700
"28987",200400
"28988",330100
"28989",396500
"28990",273100
"28991",179300
"28992",380400
"28993",2579200
"28994",344200
"28995",251200
"28996",320600
"28997",298600
"28998",588000
"28999",360400
"29000",545000
"29001",573300
"29002",206500
"29003",290700
"29004",308100
"29005",335500
"29006",247100
"29007",338100
"29008",560600
"29009",174900
"29010",320800
"29011",969800
"29012",297200
"29013",285400
"29014",194300
"29015",1041200
"29016",245600
"29017",618700
"29018",431400
"29019",630800
"29020",279600
"29021",302600
"29022",288000
"29023",260800
"29024",470700
"29025",365000
"29026",363600
"29027",337900
"29028",238600
"29029",358400
"29030",373200
"29031",350200
"29032",284400
"29033",282200
"29034",214400
"29035",422300
"29036",527300
"29037",345600
"29038",3344100
