type,lat,long
PicnicFacility, 44.23364717374898,-76.49760839041437
PicnicFacility, 44.21738298768368,-76.51442843345737
, 44.30496110101512,-76.42174521608227
EnergyDistribution, 44.26758358182566,-76.50984880243199
EnergyDistribution, 44.27130696006224,-76.47975492296196
EnergyDistribution, 44.24473926732615,-76.5065673965956
EnergyDistribution, 44.260168007970954,-76.51028758525496
Queen'sUniversity, 44.22595281306091,-76.4961300805491
Queen'sUniversity, 44.224030679188935,-76.50005277706639
ChildcareFacility, 44.25833942141745,-76.60593084477391
Track&Field, 44.27397699606683,-76.56831293600662
Park, 44.23642257392647,-76.5965063800867
Parkette, 44.21789832433057,-76.59065939821598
Park, 44.222842367713675,-76.48966527020491
PlaceofWorship, 44.261341703614065,-76.4874669262717
PlaceofWorship, 44.24067639367067,-76.5210617706435
PickleballCourt, 44.23722185360679,-76.46833566598161
PlaceofWorship, 44.24964312993531,-76.52248211796662
Park, 44.22584488896772,-76.52232474182523
Playground, 44.2637989353448,-76.45304333388543
BeachVolleyballCourt, 44.26212535392216,-76.61294965834368
TrailAccess, 44.26270050534999,-76.45753725952464
Queen'sUniversity, 44.224333330375735,-76.4914829863338
Queen'sUniversity, 44.22433970042868,-76.49261421213298
Queen'sUniversity, 44.2239574059468,-76.49439731353804
Queen'sUniversity, 44.226305488389045,-76.49306188101137
Queen'sUniversity, 44.22932134479383,-76.49533246113043
Queen'sUniversity, 44.22554639022802,-76.49763817770379
RMC, 44.23564332135787,-76.46825665808755
Queen'sUHistoricBuilding, 44.22602609136708,-76.49245594558003
ParkingLot, 44.2225962106984,-76.48969484652304
MunicipalWastewaterTreatmentPlant, 44.21615732168189,-76.55586856594918
, 44.23763707880372,-76.5040334345064
, 44.24628379631068,-76.521668593691
PlaceofWorship, 44.25157412684635,-76.59754875930895
MunicipalGovernmentFacility, 44.25990075435758,-76.5085897844267
Queen'sUniversity, 44.22405003978819,-76.49232267244524
Queen'sUniversity, 44.22375823819094,-76.49239546401347
Queen'sUniversity, 44.22429945893643,-76.49308689548516
Penitentiary, 44.354549559641754,-76.34450100841279
SoccerField, 44.252920210833366,-76.45987341446117
CellAntenna, 44.239039914625984,-76.5278367738863
PlaceofWorship, 44.2661684028489,-76.6262198382825
PlaceofWorship, 44.22535603066218,-76.50523618679732
PlaceofWorship, 44.235970930952405,-76.49777756058317
HistoricSite, 44.23367123572187,-76.47752076314279
HistoricSite, 44.2335978119704,-76.4782246177258
Museum, 44.24516056480971,-76.52295884378545
LongTermCare, 44.23527041345013,-76.48591308665785
ChildcareFacility, 44.241835995604376,-76.52586272381056
PlaceofWorship, 44.31497386158215,-76.61439845751494
PlaceofWorship, 44.23552167586574,-76.56974294052404
Museum, 44.218677325535765,-76.51761612738994
Playground, 44.25121160217037,-76.55248120638468
PlaceofWorship, 44.26523141929953,-76.4866235319906
CommunityGarden, 44.240367696579945,-76.50213377410242
Off-LeashDogPark, 44.260583167878515,-76.46085490339095
PicnicFacility, 44.22344851972721,-76.48988886361828
TrailAccess, 44.272339900874144,-76.44674628405231
TrailAccess, 44.27119445677071,-76.43699592368804
GovernmentCentre, 44.244135636540996,-76.51655927757218
FACSFLA, 44.2541077025303,-76.49605537128221
SettlementServices, 44.25284084498323,-76.46124373201971
Park, 44.234496933536406,-76.48434478267312
Playground, 44.24125140996695,-76.55499634847386
PicnicFacility, 44.226398651050246,-76.5222256581429
SoccerField, 44.261690120476615,-76.60127574248854
SoccerField, 44.26126535441598,-76.60231329945499
Playground, 44.237882395123286,-76.60577407078317
Playground, 44.2377436726584,-76.60567930743991
Playground, 44.2649608732324,-76.37566338228935
Museum, 44.22231615331311,-76.49042203356852
ShoppingCentre, 44.23906155471413,-76.45482907485194
PostOffice, 44.25558135370953,-76.57177385012263
, 44.28598624285758,-76.43267872175578
, 44.21989397386798,-76.5943707728099
EducationFacility, 44.2495179194945,-76.58472812880234
SoccerField, 44.229087641523385,-76.57686586409963
Hospital, 44.21857526877618,-76.52102521591333
ChildcareFacility, 44.246509981065174,-76.60401305519923
BallDiamond, 44.301860493302875,-76.33009225433315
CourtHouse, 44.227874951983495,-76.48943042570566
CourtHouse, 44.22849832796144,-76.4904077158488
RadioStation, 44.226395637352674,-76.49368429900582
