type,lat,long
ChildcareFacility, 44.22930110380626,-76.50431080548755
LongTermCare, 44.312985807849216,-76.46607045678756
LongTermCare, 44.25502452609342,-76.57512133187429
ChildcareFacility, 44.241283544219925,-76.48839197826514
EducationFacility, 44.27075577281455,-76.52281229077546
Arena, 44.218979112701156,-76.56838314997424
ChildcareFacility, 44.25604627216983,-76.5960384465488
ChildcareFacility, 44.26761659060759,-76.57965505530645
ChildcareFacility, 44.23514827174578,-76.53105945561789
Cemetery, 44.25073547402186,-76.49667887745326
Queen'sUniversity, 44.22678646500614,-76.49376676092328
ChildcareFacility, 44.320707691196525,-76.46120562634987
Queen'sUniversity, 44.22646090008549,-76.49434388718585
GovernmentCentre, 44.23443544227578,-76.48088224458236
Queen'sUniversity, 44.226595479723564,-76.49313970942806
PlaceofWorship, 44.25825442167335,-76.59285326212971
FerryTerminal, 44.232727267640094,-76.47850679566524
Bench, 44.23568066571564,-76.4880298366255
PlaceofWorship, 44.23692957862475,-76.48415271761898
BallDiamond, 44.2205449800313,-76.56992371741383
EducationFacility, 44.483818880651235,-76.98943193512777
Village, 44.579042406018836,-76.31901878386428
Village, 45.14104108891837,-76.14701714874374
Village, 44.753230406379856,-76.90536728175796
Village, 44.90804264219728,-76.98247286561026
Village, 44.636040710759914,-75.6120166995569
Village, 44.52423822497279,-76.4523845208549
Village, 44.23933617120365,-76.85509973726501
Village, 44.65620694205578,-76.8402892511191
Arena, 44.27976392151194,-76.55115831524776
Village, 44.06810650996885,-77.00292549145614
Village, 44.551040582993714,-76.12401781364191
Village, 44.958040443017325,-76.39201700981138
Village, 45.16104065292353,-76.29201690933513
Village, 44.365039579480396,-76.00601445481189
PicnicFacility, 44.228830886176695,-76.57835546576975
PicnicFacility, 44.25663621544214,-76.49981572345865
CommunityGarden, 44.26036399991191,-76.45546596288435
Playground, 44.23489914412495,-76.59639001483693
HistoricSite, 44.2288138336282,-76.4781409078739
ChildcareFacility, 44.271311808775955,-76.44376697641016
TrailAccess, 44.269824613431055,-76.44671757452947
TelevisionStation, 44.23275716416085,-76.48618055787583
Playground, 44.279003933123484,-76.54722467303107
Playground, 44.23483348544852,-76.59633709860519
PicnicFacility, 44.25539914270726,-76.46269385457018
PicnicFacility, 44.21295369948431,-76.5673685393498
PicnicFacility, 44.22279330048767,-76.51957848827806
Queen'sUniversity, 44.22424222515891,-76.49700766207138
PicnicFacility, 44.25651969042142,-76.49962751030316
PicnicFacility, 44.24827093059324,-76.6073049516708
PicnicFacility, 44.292135678414596,-76.30998995990274
SoccerField, 44.271851250843916,-76.43519380515171
Penitentiary, 44.219775484473516,-76.51355530083038
ParkandRide, 44.21944610847391,-76.56811056450913
Transmitter-Rogers, 44.28113485526403,-76.5648057920622
BallDiamond, 44.318179106830534,-76.50092153021323
BallDiamond, 44.23541900287261,-76.4645625036714
BallDiamond, 44.23162567387343,-76.57283584825149
BallDiamond, 44.2549250269994,-76.45672064005711
BattingCage, 44.259973667157,-76.60361471905628
GolfCourse, 44.22148053258804,-76.53262399698745
Museum, 44.244575478051466,-76.5232486077699
Playground, 44.24463392502124,-76.58031715997198
Monument, 44.23621389184151,-76.48794002894402
Playground, 44.25533053878,-76.462546430571
Playground, 44.23392249056744,-76.49844903897576
Playground, 44.270661273736046,-76.6187551957466
MunicipalGovernmentFacility, 44.26190169454819,-76.5065323562111
TrailAccess, 44.24054999239841,-76.5361222359756
SoccerField, 44.260735195582825,-76.60139939936911
SwimmingPool, 44.23428141219958,-76.48470931493449
TrailAccess, 44.262375680431006,-76.44404301850182
Playground, 44.257070203519014,-76.51954882833986
Playground, 44.249454354076995,-76.59371645332138
Playground, 44.249309737556416,-76.5940426199538
, 44.26665132082702,-76.55733203359244
, 44.22094148127314,-76.59285965837047
Queen'sUniversity, 44.22937298082639,-76.49420032106597
SoccerField, 44.25953858553949,-76.60184782303713
ChildcareFacility, 44.21988397669219,-76.57080714575159
Playground, 44.23793599814863,-76.45291322157718
Parkette, 44.23393906042788,-76.48463380769417
Park, 44.27212096419673,-76.62747483431491
PicnicFacility, 44.23781182896961,-76.6053012796058
BasketballCourt, 44.264596017473856,-76.37508960283243
Washroom(W), 44.226129536039316,-76.48883477683387
Park, 44.2390177502182,-76.46184984247525
Park, 44.242076342492034,-76.59807681393731
Park, 44.27144402501882,-76.57754759620394
Park, 44.22233691918764,-76.49940190072846
RecreationCentre, 44.23710994474539,-76.44851463376696
EducationFacility, 44.817139587134186,-77.1862222428568
Playground, 44.2656554212837,-76.48096664493255
EducationFacility, 44.22330693889522,-76.65624907263734
EducationFacility, 44.464012842126756,-76.87937784839532
BallDiamond, 44.265064729184374,-76.5809220818448
Playground, 44.26678102751018,-76.48960157189697
Playground, 44.26677675689554,-76.48946741606105
Swingset, 44.25711601944897,-76.51975624237103
, 44.26570214928339,-76.48213053775831
CommunicationTower, 44.25879830028682,-76.56664319902531
CommunicationTower, 44.24041657100583,-76.50676632994828
EducationFacility, 44.39997508566047,-76.66993792240967
EducationFacility, 44.9580194375742,-76.98473339392287
SolarFarm, 44.31610257023425,-76.639009642386
Swingset, 44.29173946978224,-76.3106651959215
Parkette, 44.233283453166756,-76.50652695897637
Beach, 44.22128395134802,-76.5015814452747
Park, 44.23815689878955,-76.42646994986258
Park, 44.25388649144533,-76.50445630164052
EducationFacility, 44.27328732217875,-76.44729170554648
PlaceofWorship, 44.226975029566866,-76.62885292715242
Queen'sUniversity, 44.22330102612021,-76.4946977150186
EducationFacility, 44.186649353342965,-76.77946623255531
FormerGrainElevevator, 44.21798138594734,-76.53654892787115
PlaceName, 44.32313913494139,-76.42306228571012
Municipal-UnmaintainedBoatRamp, 44.35475539712462,-76.5706136598853
ParkingLot, 44.231561672723856,-76.48676740486698
SettlementServices, 44.24920006261455,-76.55358615092567
, 44.22240770245459,-76.57842117953558
Park, 44.22362336008649,-76.57938288306134
Playground, 44.22320302256947,-76.57936185180222
TrailAccess, 44.21985654985037,-76.53716208050282
TrailAccess, 44.222820975062575,-76.49544223332825
TrailAccess, 44.318150745002086,-76.57625287394168
TrailAccess, 44.3555076880177,-76.61820275211667
TrailAccess, 44.28009279287868,-76.56436123282086
Beach, 44.21594110146797,-76.53198811353423
BeachVolleyballCourt, 44.22271812477108,-76.50074636456323
, 44.2175659594881,-76.57309538150966
BeachVolleyballCourt, 44.220496329712056,-76.56763378069301
Monument, 44.229555805787406,-76.48021469475289
Monument, 44.229591210515366,-76.47986549919868
DrinkFountain, 44.22949138873002,-76.4802166509714
Parkette, 44.27422405345891,-76.45209703069101
CellAntenna, 44.26524472793302,-76.4956008117468
CommunicationTower, 44.25017014265005,-76.49742035941297
CommunicationTower, 44.38153401635156,-76.30217300923161
CellAntenna, 44.225964085315645,-76.51443939861939
CommunicationTower, 44.31554006058379,-76.53118857692851
CommunicationTower, 44.29988749935702,-76.57847277688536
CommunicationTower, 44.260467793902,-76.52267209957331
CellAntenna, 44.226432445948454,-76.49250580357898
CellAntenna, 44.226346741836046,-76.49482288611138
CellAntenna, 44.23070493905859,-76.4780932903916
CellAntenna, 44.229216649074175,-76.48176810159352
BasketballCourt, 44.31836772133719,-76.50161656600642
ChildcareFacility, 44.21670660682342,-76.56950715872219
ChildcareFacility, 44.26088133007519,-76.58940909208505
ChildcareFacility, 44.25414124281253,-76.49550925451202
ChildcareFacility, 44.255481202213865,-76.59763804145062
ChildcareFacility, 44.242147544704416,-76.50576583924023
ChildcareFacility, 44.23435931849658,-76.48648057772746
ChildcareFacility, 44.23145292021,-76.49079262407993
ChildcareFacility, 44.250289269338445,-76.52242023760387
EducationFacility, 44.32109129379103,-76.46121516694271
EducationFacility, 44.26648374993185,-76.4460846574977
EducationFacility, 44.277016110655254,-76.72735700768898
EducationFacility, 44.24938889118641,-76.95758537293014
PlaceName, 44.25858490242439,-76.37324872581164
EducationFacility, 44.23541541983987,-76.48276825125892
SoccerField, 44.23739791645783,-76.52218114301661
Parkette, 44.262219723424515,-76.59175859525266
Queen'sUniversity, 44.22341142873308,-76.49407013290282
SolarFarm, 44.29661331944676,-76.63340696241579
EducationFacility, 44.400797077077186,-76.90375228522755
Swingset, 44.25385592557365,-76.58350781044909
ParkingLot, 44.27918447292831,-76.47211677116495
SoccerField, 44.271354709089636,-76.61915826783333
SoccerField, 44.242581641225115,-76.51277004793943
ChildcareFacility, 44.2383667588292,-76.48681539819424
Park, 44.21612555910352,-76.53102244410184
Park, 44.22708519839447,-76.52184301608534
Park, 44.23898833248391,-76.45924773760622
Park, 44.26705778741709,-76.45282670015892
TrailAccess&Parking, 44.217193134517856,-76.53245830335923
Washroom, 44.3023575327762,-76.33027245067555
Washroom, 44.216793019205426,-76.5314892133364
, 44.264152236193496,-76.47950334056745
, 44.26490766985411,-76.49042635310903
TennisCourt, 44.252084091983264,-76.48374983362561
Park, 44.23399201369401,-76.54050095713573
Pier, 44.22061145601351,-76.5021254088753
Park, 44.35882075478237,-76.33469919198606
Park, 44.27103217075385,-76.61915217809377
Park, 44.302441605275945,-76.33086856431684
Park, 44.23912592702541,-76.4669879716137
Park, 44.27908275002365,-76.54880052729852
Park, 44.25388668823965,-76.49853320403919
Park, 44.23669114181752,-76.52923765253858
Playground, 44.23896864003837,-76.49860554581127
ParkingLot, 44.29651551102634,-76.31438657696069
ParkingLot, 44.2281519738137,-76.49345458015716
BeachVolleyballCourt, 44.29154959884646,-76.31005992840092
Playground, 44.25739128311805,-76.3884550689868
Playground, 44.25390802474648,-76.58333536929243
Playground, 44.250668825141524,-76.57710210277988
Playground, 44.22898240012015,-76.50407153753275
Playground, 44.25613495738283,-76.46805495693664
Playground, 44.253456838844116,-76.56140650923133
Playground, 44.24151641839436,-76.61155528907257
BallDiamond, 44.358445377384186,-76.33490288165918
ParkingLot, 44.21881085132166,-76.51698883797668
BallDiamond, 44.24177969896046,-76.61119122449303
ParkingLot, 44.22663472269173,-76.49926316010315
BallDiamond, 44.24263492665016,-76.44797279656615
PicnicFacility, 44.22429701977356,-76.48487605995203
Monument, 44.22231957897687,-76.48939115398734
Museum, 44.22548148950486,-76.49604117678346
BasketballCourt, 44.24681382552154,-76.60315632568005
Monument, 44.22563583453803,-76.48371784236537
Monument, 44.22200082351751,-76.48939922234459
Playground, 44.235796689768094,-76.52972278530669
Playground, 44.21312827291616,-76.56765367794078
Park, 44.2730481734314,-76.48178591519239
Playground, 44.21297150446784,-76.57345405173842
Playground, 44.25058575838274,-76.61382328872115
ParkingLot, 44.24007264447685,-76.50687581212092
Washroom, 44.41087140864837,-76.28125820419177
Washroom, 44.23953697441671,-76.49920394057955
Washroom, 44.30280160069182,-76.33020179767458
Washroom, 44.23317582844633,-76.50764489583436
SoccerField, 44.239110345259064,-76.52347963283383
BallDiamond, 44.22871424213011,-76.57718075406903
BasketballCourt, 44.23764073575777,-76.60544823535696
, 44.23956477497703,-76.50850268931019
Village, 44.60089197810744,-76.40507699199242
Village, 44.575038539120335,-75.99801740151707
Village, 44.31904195550671,-76.54147271493287
Village, 44.46444700499019,-76.48661593513405
Village, 44.69315817248996,-77.02286489003646
Village, 44.54965981965502,-76.73776639992639
Village, 44.5128022492509,-76.5932176046665
Village, 45.26504089331592,-76.24701662852647
Village, 44.8059410940452,-76.97191850311454
Village, 44.43793718048987,-77.03501253050649
PicnicFacility, 44.22981734277282,-76.48273046224449
PicnicFacility, 44.29373971201807,-76.31111659537423
Quarry-Active, 44.31706785469409,-76.26959502205145
PicnicFacility, 44.243289018205026,-76.58574837468863
Library, 44.25453518884492,-76.57167364236021
PicnicFacility, 44.252768725172004,-76.56071685405732
PicnicFacility, 44.22137264348734,-76.5168423240464
PostOffice, 44.2400922584641,-76.44022272744826
PicnicFacility, 44.26384561446705,-76.45303630538604
PicnicFacility, 44.23637790260023,-76.59659654645421
PicnicFacility, 44.295698691479885,-76.31456694602336
Playground, 44.24588132183446,-76.54485382137824
Playground, 44.259449406076726,-76.60319944229623
EducationFacility, 44.229268644518974,-76.50398702185176
EducationFacility, 44.229282963914166,-76.49754021824984
PicnicFacility, 44.23379702115324,-76.62668579558058
PicnicFacility, 44.24595253292784,-76.59971136837342
PicnicFacility, 44.24254726059322,-76.48628392745692
Theatre, 44.27112063873129,-76.52265059665174
Hotel/Motel, 44.23106562399445,-76.48372995592031
Fountain, 44.22997334401085,-76.48146237806206
Town, 44.67804141201272,-76.39701822071764
RunningTrack, 44.35931033693575,-76.33498404546701
PicnicFacility, 44.23153815536274,-76.57150386908022
PicnicFacility, 44.26030201975797,-76.48435115397311
PicnicFacility, 44.291573494592974,-76.31039189209771
PicnicFacility, 44.23811358172963,-76.48045905149561
EducationFacility, 44.24963627906235,-76.52401350468855
Queen'sUniversity, 44.223971746788216,-76.49156072192787
Queen'sUniversity, 44.2277143458843,-76.49852308775588
Park, 44.293498251480294,-76.45305062608698
PicnicFacility, 44.29189295859711,-76.30997160807004
RunningTrack, 44.23588266833532,-76.57802430643189
Town, 44.41444995652876,-76.60320448819454
Town, 44.48136693504586,-76.70283305883297
Town, 44.65104258645985,-76.319018561023
Museum, 44.22771629056892,-76.46952430819209
Queen'sUniversity, 44.22425892442326,-76.49390661236708
Queen'sUniversity, 44.224351713830245,-76.49887907742063
Park, 44.253002142880675,-76.46246033177698
SoccerField, 44.23705857798567,-76.53021106952406
SoccerField, 44.23103108183661,-76.51946544691853
SoccerField, 44.25996076737245,-76.49085656553108
SoccerField, 44.23599731187495,-76.50487827990129
BasketballCourt, 44.255249791431716,-76.5970830651175
BasketballCourt, 44.236864393761806,-76.57547170150305
PostOffice, 44.231555684616275,-76.48403923529409
CommunityGarden, 44.233185335735136,-76.50559846220649
HistoricSite, 44.242049924436216,-76.48042474849248
TrailAccess, 44.21998708022251,-76.54073619332716
Hospital, 44.24380278862838,-76.44277049795784
Playground, 44.27883912020163,-76.5472338308908
Playground, 44.23624939786545,-76.59657689429584
PrimaryEOC, 44.2587838362527,-76.4584701625019
PicnicFacility, 44.21213473318739,-76.57639119835352
PicnicFacility, 44.29195786480786,-76.3108086292039
ParkandRide, 44.25774466130125,-76.54827337352282
DrivingRange, 44.24556592076884,-76.45246523639062
HistoricSite, 44.23004891823396,-76.4807695355609
ShoppingCentre, 44.24185411959869,-76.51561874671889
ShoppingCentre, 44.24434465148644,-76.56432498321281
Hotel/Motel, 44.22524574159586,-76.48548816264656
SoccerField, 44.22944841040806,-76.58237200424631
EducationFacility, 44.23847898800144,-76.48685316792735
Playground, 44.25662371660313,-76.52442137399359
Playground, 44.23586258356805,-76.52955456194164
Playground, 44.2311916813048,-76.49062630815355
Playground, 44.23457363674762,-76.58640646082725
, 44.26705432171824,-76.49632764223446
BasketballCourt, 44.253165940142885,-76.55249007971761
ParkingLot, 44.224857375538456,-76.52844048846325
Monument, 44.23772407059775,-76.60651851373011
Monument, 44.238094733073794,-76.60595382910445
Playground, 44.30240218950912,-76.45739862077339
ParkingLot, 44.23016644890158,-76.4823338871746
ChildcareFacilty, 44.30070428605227,-76.4242445105538
PlaceofWorship, 44.222601387669016,-76.51863334741076
Queen'sUniversity, 44.223165089909024,-76.49137325135094
Park, 44.24715694702499,-76.41087982238714
Queen'sUniversity, 44.22337771219642,-76.49344254741808
Queen'sUniversity, 44.22561024209248,-76.49145635321524
FireStation, 44.32104653953882,-76.62120522045934
EducationFacility, 44.3600124085449,-76.33507833544844
Queen'sUniversity, 44.224717993853446,-76.49685504894056
Queen'sUniversity, 44.22735989385187,-76.49276648889962
PicnicFacility, 44.21708251064902,-76.5327712468126
SoccerField, 44.256877076580324,-76.59737325260548
SoccerField, 44.35970261826367,-76.35104500353614
SoccerField, 44.236319638756186,-76.52867459507344
Monument, 44.22984671252203,-76.48261742231597
SoccerField, 44.26665352842531,-76.49028279882218
SoccerField, 44.27344979557364,-76.43619924558953
SoccerField, 44.26405598537197,-76.48541895538364
PicnicFacility, 44.266470606843725,-76.4895607533106
PicnicFacility, 44.23700253729035,-76.47926571929061
Village, 44.14873484541989,-76.91309727070733
SoccerField, 44.35853715467886,-76.33430581332475
Washroom, 44.30084926338404,-76.42231095584029
SoccerField, 44.27285490870726,-76.43683449542661
PlaceofWorship, 44.23897084107368,-76.57192642038807
Playground, 44.247320229223476,-76.4104560785983
Park, 44.30095173049022,-76.42223209337865
PicnicFacility, 44.259382344916936,-76.60471391312294
PicnicFacility, 44.21798549828328,-76.53305874319963
PicnicFacility, 44.29173746467105,-76.30977180173574
PicnicFacility, 44.29301752020829,-76.3104253508813
Village, 45.052038694204924,-76.28601665660499
Village, 44.19025357912971,-76.44389932276945
Village, 45.13204087710049,-76.67701696835508
Village, 44.15119406730983,-77.04007375855184
Village, 44.38732929974721,-76.32389483193604
Village, 44.374163267837794,-76.77763135713677
Village, 44.14621425833671,-76.77329002438333
Village, 44.61803842998993,-75.75601525929216
Village, 44.53804036578275,-76.19801808522729
Village, 44.73907151786569,-76.77138074359601
Village, 44.409579055864555,-76.52516688848864
Village, 44.35175424036779,-76.48314902808565
Village, 45.11304042358128,-76.46401592171128
Village, 44.31344966366779,-76.66632385756874
Village, 44.798413382006984,-77.07560703125868
Village, 44.68800422846472,-77.20657369057697
Queen'sUniversity, 44.22592214057207,-76.51448247218401
Queen'sUniversity, 44.225263882814374,-76.49626494050366
ChildcareFacility, 44.22220275139086,-76.57916688957368
LongTermCare, 44.22836466118554,-76.48104220720923
LongTermCare, 44.257815138057474,-76.56601966239613
ChildcareFacility, 44.26526215334757,-76.48129044842219
RadioStation, 44.22939507625135,-76.49800644037705
Queen'sUniversity, 44.22563961565712,-76.49094821190933
LongTermCare, 44.245269174700006,-76.54832108135565
Park, 44.22556427716807,-76.4882334785471
EducationFacility, 44.23768670047735,-76.52147301366242
PlaceofWorship, 44.27859410148317,-76.5838258650056
EducationFacility, 44.237997159183855,-76.52140864575135
HistoricSite, 44.2926840714127,-76.44269806904722
PoliceStation, 44.25127431770709,-76.49547868926602
SoccerField, 44.25077392159315,-76.50296997278622
Playground, 44.22830300101911,-76.58287790617018
PlaceofWorship, 44.22728415037228,-76.49158177395633
Playground, 44.20998923888949,-76.56472975969173
Village, 44.73622942090419,-76.8453462641076
SwimmingPool, 44.22904282151535,-76.57805473346323
PlaceofWorship, 44.233668823300704,-76.48827285751796
Monument, 44.22519188061435,-76.48947386182377
Parkette, 44.27074853773856,-76.43885485486409
Park, 44.41011785235902,-76.28131110567294
Park, 44.339400780319764,-76.40034887568424
Park, 44.265808145343165,-76.40586616641224
Park, 44.24634590262575,-76.5345384517578
Park, 44.245664623861224,-76.61754031268099
Park, 44.27446869210711,-76.58034949596315
ChildcareFacility, 44.228666840057194,-76.49005354255895
PlaceofWorship, 44.23836384603998,-76.51704060580195
PlaceofWorship, 44.230131793190715,-76.48451944674595
EducationFacility, 44.26088481279666,-76.49035506448152
PlaceofWorship, 44.23781535097743,-76.50238080352135
Park, 44.23739916304165,-76.49082509765311
PicnicFacility, 44.2358685282352,-76.48864005877996
Queen'sUniversity, 44.226407496949136,-76.49369993652006
PlaceofWorship, 44.22944187528182,-76.50231091390059
CourtHouse, 44.228080161159056,-76.48903806496594
CourtHouse, 44.22824429077843,-76.48988442645764
Washroom, 44.235680476731176,-76.48775346845744
PicnicFacility, 44.235197558203616,-76.48821232903289
PicnicFacility, 44.235279287356086,-76.48878973894158
Village, 44.960413369103016,-76.98369146666717
PostOffice, 44.25759149630991,-76.55829864195152
PostOffice, 44.25184340565857,-76.59258593997731
CulturalCentre, 44.27102964706285,-76.52312977529861
PicnicFacility, 44.23566333090821,-76.59787422072765
PicnicFacility, 44.26010302554721,-76.60517836709425
PicnicFacility, 44.25616070426144,-76.46823032598046
PicnicFacility, 44.2412322025604,-76.52150706324507
PicnicFacility, 44.291784468767084,-76.3097781260514
RunningTrack, 44.238300286587766,-76.43383458310309
RunningTrack, 44.31991315268594,-76.54102806342465
PicnicFacility, 44.21590032299453,-76.52997368459164
PicnicFacility, 44.22458577468775,-76.48776581711803
RadioStation, 44.24061690678922,-76.5097586707387
NewsPaper, 44.25608542992774,-76.55489041008641
Queen'sUniversity, 44.22377263068592,-76.49534001416833
PlaceofWorship, 44.22724008979791,-76.50112068962348
Village, 45.009609211933466,-76.83335868715976
AthleticCentre, 44.23671169132951,-76.46857722753045
WaterPurificationPlant, 44.210380744319394,-76.56147923582283
Park, 44.248137834825876,-76.520031918794
Park, 44.24242763236821,-76.48693640177987
Playground, 44.2535332634602,-76.55274536427416
Monument, 44.2291261926982,-76.4799281498072
BallDiamond, 44.2198983010814,-76.52073475789305
Cemetery, 44.262185018118885,-76.54369094217573
Cemetery, 44.41622634775015,-76.30431349210936
Playground, 44.2417553398965,-76.49116731949894
BallDiamond, 44.23354841561389,-76.52401664052974
Multi-UseCourt, 44.25551837813856,-76.5963875599447
Park, 44.26672805728598,-76.55722188174721
DrivingRange, 44.22122272970084,-76.53140487701825
DrivingRange, 44.34484500524015,-76.31379141333154
RadioStation, 44.24070374941645,-76.50969361467361
SoccerField, 44.26747426469192,-76.58137386439961
Village, 44.30018113200977,-76.42015205760161
ChangeRoom, 44.228736719885866,-76.48013882109244
Gallery, 44.23658458356942,-76.56929061618544
CellAntenna, 44.2252204803305,-76.49847967834556
CellAntenna, 44.22358213278214,-76.49338646444798
Marina, 44.23364419031844,-76.45136095069039
Park, 44.318251815571834,-76.42851202671085
TennisCourt, 44.264690403707846,-76.37520465102679
FireStation, 44.21920071658158,-76.56980558308499
EducationFacility, 44.249376961301714,-76.57314539237589
SettlementServices, 44.2406030726646,-76.51241975135633
Monument, 44.2296602502376,-76.48009062785498
RMC, 44.231312515698114,-76.4691236005397
Post-SecondaryEducation, 44.22229133158589,-76.52980837704335
RMC, 44.23123331113492,-76.46709869444334
RMC, 44.230951090930716,-76.4685460242258
RMC, 44.234184871269015,-76.46840358144192
CellTower, 44.256710936342756,-76.57193020037128
CellAntenna, 44.21745195838766,-76.51962860136894
PicnicFacility, 44.30252208152325,-76.45756929993806
, 44.239463350567846,-76.48423865120404
Playground, 44.26630116979983,-76.44808138393869
ChildcareFacility, 44.26945414229659,-76.48681345594026
TennisCourt, 44.22833640525155,-76.5058787629627
Library, 44.26517301751341,-76.48316750999574
TennisCourt, 44.24864349038201,-76.59186263175073
PicnicFacility, 44.22262693592376,-76.48994528321914
PicnicFacility, 44.29343187235901,-76.31089774419246
PicnicFacility, 44.23811607435787,-76.60626934089957
PicnicFacility, 44.24655104356462,-76.49036229034435
PicnicFacility, 44.21936802269422,-76.53239143312513
TennisCourt, 44.235327538817906,-76.52931266264862
TennisCourt, 44.22866660751271,-76.50607051133298
TennisCourt, 44.410722853662975,-76.28108225752015
Washroom, 44.279883939371196,-76.55068589454824
Arena, 44.233349414313565,-76.47964168998985
, 44.25879830028682,-76.56664319902531
Washroom, 44.2183316018367,-76.51794526212991
Washroom, 44.22958542507643,-76.48461525402558
Washroom, 44.234414569715035,-76.48438020191624
, 44.238376193961635,-76.50434384418845
EducationFacility, 44.23629830418723,-76.50116238232086
EducationFacility, 44.23721735120424,-76.57725009176052
EducationFacility, 44.26741093396879,-76.57977431752387
EducationFacility, 44.24332130941911,-76.50214833990398
LongTermCare, 44.25751107623127,-76.57881437076728
PicnicFacility, 44.291305517403366,-76.309257260045
SoccerField, 44.23967573530897,-76.52094048695679
SoccerField, 44.23319304715529,-76.46972671332183
Monument, 44.22970787387226,-76.47941157518922
SoccerField, 44.24781425406555,-76.4549404336822
Village, 44.89204113077842,-76.12001606324901
Village, 44.41063503302568,-76.65534951414452
Village, 45.04104202049668,-76.06101686386577
Village, 44.38409015194721,-76.57337965886204
Park, 44.24693659672461,-76.41346486253677
Park, 44.22676590160227,-76.48921306171808
Park, 44.29567208312489,-76.314089100063
Park, 44.212298928662236,-76.57601269711621
Park, 44.233439223120484,-76.51250923083929
BeachVolleyballCourt, 44.24708783887996,-76.45572444683047
Village, 44.84804103672885,-76.141015942234
Village, 45.098040676309026,-76.396016029853
Village, 45.157041126238084,-76.0330155966798
Village, 44.378325863982035,-77.0221316218993
Park, 44.25862669252261,-76.44868772793654
Park, 44.257350211156385,-76.388411385136
Park, 44.261180650125034,-76.54708613176714
Park, 44.24836399183435,-76.49518546909873
Park, 44.25853759004483,-76.38014628176225
Park, 44.24274849187974,-76.48086012851999
PicnicFacility, 44.24213591167191,-76.47975044930861
Park, 44.318979359958405,-76.524635987341
Park, 44.209877490616584,-76.56265735408371
Park, 44.24609183741114,-76.50028773368693
Monument, 44.223509703434864,-76.48988446640806
PlaceofWorship, 44.23666730750001,-76.51501094978643
PlaceofWorship, 44.23509627540651,-76.52791368803318
Parkette, 44.24059680609265,-76.4935494536094
Museum, 44.22305875559469,-76.50414267204826
Park, 44.22723599615822,-76.5288395797941
ParkingLot, 44.23361739358724,-76.48130160623646
Quarry-Abandoned, 44.35224424845806,-76.38631465025513
Quarry-Abandoned, 44.352938399651634,-76.37816422021925
Park, 44.218175218381795,-76.58897831955088
Parkette, 44.25589449505085,-76.52594332680431
Park, 44.25681396924124,-76.50019829200072
Park, 44.25691614312161,-76.45687623063681
Park, 44.23460395086007,-76.45058968734591
Park, 44.22025280542752,-76.50582253132805
Village, 44.46471972416793,-76.88201489160208
, 44.26501602911447,-76.48946048463382
, 44.264120616087084,-76.47997367611741
ChildcareFacility(CFB), 44.237206950051814,-76.43857016433056
ChildcareFacility(Private), 44.273350755331805,-76.4473553045646
ChildcareFacility, 44.24074455109809,-76.50356348672327
ChildcareFacility, 44.23286396949302,-76.50534701078097
EducationFacility, 44.24726899418788,-76.5004286327836
ChildcarePrograms, 44.23442077012073,-76.48452171656936
Playground, 44.31813123378945,-76.50159578130173
Park, 44.31339389657293,-76.44270492923727
EducationFacility, 44.22928763346232,-76.49800371464345
EducationFacility, 44.25575268943513,-76.59786529566854
EducationFacility, 44.25050894727411,-76.59675500593505
ChildcareFacility, 44.40788759630049,-76.5942291918545
MilitaryFamilyResourceCentre, 44.23930363218861,-76.54434467454486
CommunicationsTower, 44.23994588285557,-76.56485608593533
ChildcareFacility, 44.24711678014354,-76.57788520949713
EducationFacility, 44.40995128860835,-76.4056412295768
CellAntenna, 44.256666767790264,-76.4864917714112
CellAntenna, 44.22872449571929,-76.4929491268802
CellAntenna, 44.251837308447385,-76.45861639169783
CommunicationTower, 44.29698436814246,-76.52974798808353
CommunicationTower, 44.280300483265385,-76.49618559474168
CommunicationTower, 44.33439366497037,-76.27306022570083
CommunicationTower, 44.31522461437885,-76.35954775230428
CommunicationTower, 44.419374668958014,-76.29289119911131
CommunicationTower, 44.29017056006901,-76.43309428228432
CommunicationTower, 44.25893790906859,-76.61084204281016
CellAntenna, 44.2295381230061,-76.48177616871223
CellAntenna, 44.2313795827311,-76.48082727740524
CellAntenna, 44.231840305142285,-76.49175687277354
CellAntenna, 44.23794730593105,-76.5075670562295
TrailAccess&Parking, 44.222563799861376,-76.49818286768148
Trailhead&Parking, 44.22063440740799,-76.53777633298805
TrailAccess&Parking, 44.317494301311385,-76.58612801474389
Trailhead&Parking, 44.35477447510637,-76.6210738649686
CommunicationTower, 44.31542969082303,-76.25607083781836
TrailAccess, 44.31837954182206,-76.56397753962463
Beach, 44.24522860096944,-76.40892276848079
Monument, 44.22945036154056,-76.47944580443169
Monument, 44.22915641671779,-76.48014263252871
SwimmingPool, 44.23682381313551,-76.46894704340963
BeachVolleyballCourt, 44.258937225722164,-76.60201865405988
TrailAccess, 44.223411048158695,-76.48654936314435
TrailAccess&Parking, 44.27020751855978,-76.52929597494749
TrailAccess, 44.23013179718846,-76.47893763835555
TrailAccess, 44.29899577415128,-76.55995057433172
Playground, 44.22353285694683,-76.57931288703932
TrailAccess, 44.24795150491528,-76.53495060841729
ParkingLot, 44.2392089482071,-76.50099441974344
Swingset, 44.227231562510134,-76.51100913169769
